Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
22 2 -6.5319824 0.0 -35.1582 6.31076 -10.6515 243.255 -1619.2 241.737 -1604.94 0.0 241.737 -1604.94 22.888 -35.1582 -1375.4731 14.7726 14.7726
22 3 -6.7824326 0.0 -43.2287 6.22245 -10.885 243.255 -1619.2 241.37 -1596.36 0.0 241.37 -1596.36 22.8529 -43.2287 -1375.3658 12.7051 12.7051
22 4 -6.780218 0.0 -43.1917 6.21903 -10.881 243.255 -1619.2 241.375 -1596.39 0.0 241.375 -1596.39 22.8888 -43.1917 -1375.3179 12.7425 12.7425
22 5 -6.5096035 0.0 -34.9201 6.32921 -10.6923 243.255 -1619.2 241.734 -1604.95 0.0 241.734 -1604.95 22.9848 -34.9201 -1375.1512 14.8294 14.8294
22 6 -6.9418983 0.0 -48.7498 6.18945 -11.6032 243.255 -1619.2 241.389 -1591.23 0.0 241.389 -1591.23 24.5985 -48.7498 -1373.9922 12.2818 12.2818
22 7 -6.3207884 0.0 -31.6291 6.42879 -11.0634 243.255 -1619.2 241.987 -1607.56 0.0 241.987 -1607.56 23.9174 -31.6291 -1373.2847 16.6689 16.6689
23 0 -6.6157637 0.0 -37.1164 6.25869 -10.9296 243.255 -1619.2 242.914 -1605.46 0.0 242.914 -1605.46 23.9475 -37.1164 -1375.7148 21.4434 21.4434
23 1 -6.601111 0.0 -36.9186 6.26606 -10.9362 243.255 -1619.2 242.926 -1605.54 0.0 242.926 -1605.54 23.8238 -36.9186 -1375.7089 21.4309 21.4309
23 2 -6.6025205 0.0 -36.9371 6.26368 -10.9327 243.255 -1619.2 242.923 -1605.53 0.0 242.923 -1605.53 23.8384 -36.9371 -1375.7058 21.4297 21.4297
23 3 -6.3154173 0.0 -34.3413 6.27642 -11.6027 243.255 -1619.2 243.032 -1605.67 0.0 243.032 -1605.67 23.2702 -34.3413 -1373.7091 21.9098 21.9098
23 4 -6.4938717 0.0 -36.2465 6.43428 -11.5819 243.255 -1619.2 242.711 -1604.88 0.0 242.711 -1604.88 25.9409 -36.2465 -1372.4746 22.6603 22.6603
23 5 -6.450804 0.0 -35.8267 6.43702 -11.5626 243.255 -1619.2 242.697 -1604.78 0.0 242.697 -1604.78 25.7508 -35.8267 -1372.1589 22.6456 22.6456
23 6 -5.8467855 0.0 -24.6503 6.3298 -10.6298 243.255 -1619.2 242.581 -1611.24 0.0 242.581 -1611.24 22.4517 -24.6503 -1370.8577 22.9997 22.9997
23 7 -5.852408 0.0 -25.0605 6.31813 -10.6054 243.255 -1619.2 242.496 -1610.56 0.0 242.496 -1610.56 22.4422 -25.0605 -1370.6824 23.1019 23.1019
24 0 -6.635486 0.0 -37.976 6.29221 -10.5635 243.255 -1619.2 241.403 -1601.7 0.0 241.403 -1601.7 22.63 -37.976 -1375.643 14.5707 14.5707
24 1 -6.618709 0.0 -38.1461 6.29838 -10.5531 243.255 -1619.2 241.317 -1601.01 0.0 241.317 -1601.01 22.6168 -38.1461 -1375.2223 14.3879 14.3879
24 2 -6.4523764 0.0 -36.5075 6.33119 -10.9777 243.255 -1619.2 241.363 -1601.27 0.0 241.363 -1601.27 23.2591 -36.5075 -1373.1554 14.2519 14.2519
24 3 -6.4609933 0.0 -36.8551 6.32406 -10.9748 243.255 -1619.2 241.349 -1600.86 0.0 241.349 -1600.86 23.2927 -36.8551 -1373.0734 14.2566 14.2566
24 4 -6.6554756 0.0 -40.2555 6.22798 -10.4437 243.255 -1619.2 241.272 -1598.28 0.0 241.272 -1598.28 24.482 -40.2555 -1372.7816 17.2624 17.2624
24 5 -6.650255 0.0 -40.0479 6.23168 -10.4438 243.255 -1619.2 241.272 -1598.51 0.0 241.272 -1598.51 24.5314 -40.0479 -1372.7545 17.2887 17.2887
24 6 -6.505153 0.0 -38.4456 6.22533 -10.4158 243.255 -1619.2 241.39 -1598.78 0.0 241.39 -1598.78 24.1804 -38.4456 -1371.6552 18.3246 18.3246
25 0 -6.381533 0.0 -31.6802 6.29024 -10.5918 243.255 -1619.2 243.458 -1610.49 0.0 243.458 -1610.49 23.1878 -31.6802 -1375.5244 22.7831 22.7831
25 1 -6.3459473 0.0 -31.2145 6.28236 -10.5657 243.255 -1619.2 243.481 -1610.65 0.0 243.481 -1610.65 22.9743 -31.2145 -1375.4093 22.9016 22.9016
26 0 -6.618898 0.0 -35.9389 6.30424 -10.5953 243.255 -1619.2 241.59 -1604.88 0.0 241.59 -1604.88 23.7315 -35.9389 -1375.4974 16.7662 16.7662
26 1 -6.5840607 0.0 -36.1228 6.30293 -10.5923 243.255 -1619.2 241.567 -1603.99 0.0 241.567 -1603.99 23.554 -36.1228 -1374.9918 16.6165 16.6165
26 2 -6.5690846 0.0 -36.0916 6.29687 -10.5872 243.255 -1619.2 241.562 -1603.79 0.0 241.562 -1603.79 23.4429 -36.0916 -1374.8767 16.5994 16.5994
27 0 -6.317317 0.0 -29.7297 6.32098 -10.6332 243.255 -1619.2 242.352 -1610.74 0.0 242.352 -1610.74 22.6279 -29.7297 -1375.4897 20.9543 20.9543
27 1 -6.0231757 0.0 -25.6796 6.32143 -10.9338 243.255 -1619.2 242.731 -1613.08 0.0 242.731 -1613.08 22.5939 -25.6796 -1373.4347 23.0665 23.0665
28 0 -6.14677 0.0 -22.2383 6.24123 -10.7841 243.255 -1619.2 242.095 -1619.41 0.0 242.095 -1619.41 24.0734 -22.2383 -1375.48 23.7461 23.7461
28 1 -6.087081 0.0 -21.2612 6.24314 -10.7576 243.255 -1619.2 242.059 -1619.86 0.0 242.059 -1619.86 23.6089 -21.2612 -1375.4534 23.553 23.553
28 2 -6.072014 0.0 -21.1303 6.23867 -10.7638 243.255 -1619.2 242.053 -1619.82 0.0 242.053 -1619.82 23.4769 -21.1303 -1375.4204 23.5718 23.5718
28 3 -6.065862 0.0 -20.9764 6.24632 -10.7608 243.255 -1619.2 242.032 -1619.91 0.0 242.032 -1619.91 23.479 -20.9764 -1375.3755 23.5324 23.5324
28 4 -6.026066 0.0 -20.3839 6.26394 -10.7695 243.255 -1619.2 242.008 -1620.12 0.0 242.008 -1620.12 23.3887 -20.3839 -1375.1072 23.4942 23.4942
28 5 -5.5713854 0.0 -15.3324 6.26491 -10.4002 243.255 -1619.2 241.951 -1620.04 0.0 241.951 -1620.04 22.4199 -15.3324 -1371.0015 25.7714 25.7714
28 6 -5.5580773 0.0 -15.2468 6.29264 -10.4412 243.255 -1619.2 241.949 -1619.95 0.0 241.949 -1619.95 22.4974 -15.2468 -1370.7504 25.4029 25.4029
28 7 -5.568806 0.0 -15.429 6.29714 -10.4333 243.255 -1619.2 241.911 -1619.77 0.0 241.911 -1619.77 22.6184 -15.429 -1370.6696 25.4601 25.4601
29 0 -5.992261 0.0 -22.0636 6.29578 -10.9528 243.255 -1619.2 243.072 -1618.75 0.0 243.072 -1618.75 22.3557 -22.0636 -1375.3859 26.0807 26.0807
29 1 -5.9585867 0.0 -19.5858 6.32555 -10.9183 243.255 -1619.2 243.163 -1622.09 0.0 243.163 -1622.09 23.1432 -19.5858 -1375.3696 26.6258 26.6258
29 2 -5.9888887 0.0 -22.1002 6.29043 -10.9563 243.255 -1619.2 243.059 -1618.63 0.0 243.059 -1618.63 22.3981 -22.1002 -1375.2732 26.0374 26.0374
29 3 -5.9857635 0.0 -22.069 6.29021 -10.9541 243.255 -1619.2 243.075 -1618.65 0.0 243.075 -1618.65 22.3811 -22.069 -1375.263 26.0442 26.0442
29 4 -5.9518113 0.0 -20.1735 6.34044 -10.8967 243.255 -1619.2 243.159 -1621.02 0.0 243.159 -1621.02 23.3142 -20.1735 -1374.7202 26.6157 26.6157
29 5 -5.8660145 0.0 -19.6272 6.3344 -10.9199 243.255 -1619.2 243.298 -1620.71 0.0 243.298 -1620.71 22.795 -19.6272 -1374.2441 27.4992 27.4992
29 6 -5.8536377 0.0 -17.7434 6.37249 -10.8768 243.255 -1619.2 242.782 -1622.52 0.0 242.782 -1622.52 23.7778 -17.7434 -1373.7036 27.8548 27.8548
29 7 -5.8560123 0.0 -17.8055 6.3753 -10.8782 243.255 -1619.2 242.795 -1622.48 0.0 242.795 -1622.48 23.8331 -17.8055 -1373.6573 27.848 27.848
30 0 -6.170257 0.0 -26.9429 6.31959 -10.9308 243.255 -1619.2 242.789 -1613.62 0.0 242.789 -1613.62 22.3936 -26.9429 -1375.3804 23.1355 23.1355
30 1 -6.141303 0.0 -26.6267 6.30641 -10.9278 243.255 -1619.2 242.69 -1613.5 0.0 242.69 -1613.5 22.3288 -26.6267 -1375.1079 22.5179 22.5179
30 2 -6.062165 0.0 -26.2253 6.34283 -10.7774 243.255 -1619.2 242.709 -1612.65 0.0 242.709 -1612.65 22.3518 -26.2253 -1373.8146 23.3631 23.3631
30 3 -6.050351 0.0 -26.1525 6.33925 -10.785 243.255 -1619.2 242.662 -1612.51 0.0 242.662 -1612.51 22.3252 -26.1525 -1373.6753 23.265 23.265
30 4 -5.745989 0.0 -20.7216 6.23685 -10.4291 243.255 -1619.2 242.75 -1615.87 0.0 242.75 -1615.87 22.4375 -20.7216 -1371.404 25.6062 25.6062
30 5 -5.737817 0.0 -20.6063 6.24289 -10.4337 243.255 -1619.2 242.763 -1615.93 0.0 242.763 -1615.93 22.3841 -20.6063 -1371.3892 25.6362 25.6362
31 0 -6.419549 0.0 -33.62 6.36483 -10.7378 243.255 -1619.2 242.77 -1607.08 0.0 242.77 -1607.08 22.7653 -33.62 -1375.1647 21.1182 21.1182
31 1 -6.4141307 0.0 -33.536 6.36487 -10.7358 243.255 -1619.2 242.777 -1607.13 0.0 242.777 -1607.13 22.7775 -33.536 -1375.1116 21.1228 21.1228
31 2 -6.405729 0.0 -33.0755 6.22075 -10.4454 243.255 -1619.2 242.889 -1607.81 0.0 242.889 -1607.81 22.9827 -33.0755 -1375.0138 21.0776 21.0776
31 3 -6.3725047 0.0 -32.6852 6.22723 -10.4648 243.255 -1619.2 242.915 -1607.92 0.0 242.915 -1607.92 22.8387 -32.6852 -1374.8516 21.1077 21.1077
31 4 -6.3328004 0.0 -34.113 6.37104 -10.9314 243.255 -1619.2 243.22 -1605.78 0.0 243.22 -1605.78 23.1669 -34.113 -1373.5061 23.1866 23.1866
31 5 -6.3013897 0.0 -34.0568 6.34949 -10.9386 243.255 -1619.2 243.282 -1605.49 0.0 243.282 -1605.49 22.8941 -34.0568 -1373.3707 23.202 23.202
31 6 -5.471939 0.0 -22.61 6.32255 -10.9273 243.255 -1619.2 243.223 -1609.57 0.0 243.223 -1609.57 22.7148 -22.61 -1366.2421 27.2282 27.2282
32 0 -6.2737556 0.0 -29.5102 6.35619 -10.7099 243.255 -1619.2 242.281 -1610.28 0.0 242.281 -1610.28 22.6621 -29.5102 -1374.8472 22.3739 22.3739
32 1 -6.2765317 0.0 -29.5524 6.35637 -10.7085 243.255 -1619.2 242.282 -1610.26 0.0 242.282 -1610.26 22.7033 -29.5524 -1374.8271 22.3769 22.3769
32 2 -6.2740526 0.0 -29.5143 6.35697 -10.7095 243.255 -1619.2 242.283 -1610.28 0.0 242.283 -1610.28 22.6886 -29.5143 -1374.8228 22.3748 22.3748
32 3 -6.2740526 0.0 -29.5143 6.35697 -10.7095 243.255 -1619.2 242.283 -1610.28 0.0 242.283 -1610.28 22.6886 -29.5143 -1374.8228 22.3748 22.3748
32 4 -5.9700375 0.0 -22.5294 6.33215 -10.7475 243.255 -1619.2 242.234 -1616.11 0.0 242.234 -1616.11 22.8036 -22.5294 -1373.6018 26.1053 26.1053
32 5 -5.9700375 0.0 -22.5294 6.33215 -10.7475 243.255 -1619.2 242.234 -1616.11 0.0 242.234 -1616.11 22.8036 -22.5294 -1373.6018 26.1053 26.1053
32 6 -5.9606643 0.0 -22.4605 6.33383 -10.7538 243.255 -1619.2 242.223 -1616.05 0.0 242.223 -1616.05 22.7524 -22.4605 -1373.5352 26.0905 26.0905
32 7 -5.957148 0.0 -22.3963 6.33026 -10.7426 243.255 -1619.2 242.219 -1616.08 0.0 242.219 -1616.08 22.7251 -22.3963 -1373.5321 26.0857 26.0857
33 0 -6.0300884 0.0 -23.9774 6.31927 -10.9173 243.255 -1619.2 242.918 -1616.1 0.0 242.918 -1616.1 22.3197 -23.9774 -1374.8397 23.1589 23.1589
33 1 -6.028095 0.0 -23.9972 6.32056 -10.9171 243.255 -1619.2 242.928 -1616.05 0.0 242.928 -1616.05 22.3558 -23.9972 -1374.7634 23.2064 23.2064
33 2 -5.7407317 0.0 -20.1882 6.29729 -10.9139 243.255 -1619.2 243.494 -1618.15 0.0 243.494 -1618.15 22.8003 -20.1882 -1372.044 27.5258 27.5258
33 3 -5.6793394 0.0 -18.8023 6.28664 -10.5735 243.255 -1619.2 242.889 -1618.03 0.0 242.889 -1618.03 22.0343 -18.8023 -1371.9089 24.8528 24.8528
33 4 -5.5920568 0.0 -18.4222 6.26485 -10.9192 243.255 -1619.2 243.309 -1618.22 0.0 243.309 -1618.22 23.0266 -18.4222 -1370.3066 28.3443 28.3443
34 0 -5.607929 0.0 -14.031 6.25621 -10.5588 243.255 -1619.2 245.321 -1628.03 0.0 245.321 -1628.03 22.0679 -14.031 -1374.6721 30.7768 30.7768
34 1 -5.607929 0.0 -14.031 6.25621 -10.5588 243.255 -1619.2 245.321 -1628.03 0.0 245.321 -1628.03 22.0679 -14.031 -1374.6721 30.7768 30.7768
34 2 -5.6119065 0.0 -14.0449 6.257 -10.5659 243.255 -1619.2 245.302 -1628.05 0.0 245.302 -1628.05 22.123 -14.0449 -1374.6699 30.7741 30.7741
34 3 -5.6119065 0.0 -14.0449 6.257 -10.5659 243.255 -1619.2 245.302 -1628.05 0.0 245.302 -1628.05 22.123 -14.0449 -1374.6699 30.7741 30.7741
34 4 -5.6119065 0.0 -14.0449 6.257 -10.5659 243.255 -1619.2 245.302 -1628.05 0.0 245.302 -1628.05 22.123 -14.0449 -1374.6699 30.7741 30.7741
34 5 -5.610534 0.0 -14.0325 6.25549 -10.5622 243.255 -1619.2 245.305 -1628.05 0.0 245.305 -1628.05 22.1179 -14.0325 -1374.6597 30.7804 30.7804
34 6 -5.610534 0.0 -14.0325 6.25549 -10.5622 243.255 -1619.2 245.305 -1628.05 0.0 245.305 -1628.05 22.1179 -14.0325 -1374.6597 30.7804 30.7804
34 7 -5.610534 0.0 -14.0325 6.25549 -10.5622 243.255 -1619.2 245.305 -1628.05 0.0 245.305 -1628.05 22.1179 -14.0325 -1374.6597 30.7804 30.7804
35 0 -6.493475 0.0 -36.1865 6.29884 -10.9157 243.255 -1619.2 242.679 -1604.46 0.0 242.679 -1604.46 23.5637 -36.1865 -1374.4038 19.4243 19.4243
36 0 -6.2688217 0.0 -30.6729 6.26077 -11.0603 243.255 -1619.2 242.792 -1609.69 0.0 242.792 -1609.69 23.2271 -30.6729 -1374.3438 20.6116 20.6116
36 1 -6.256853 0.0 -30.5747 6.26208 -11.067 243.255 -1619.2 242.785 -1609.64 0.0 242.785 -1609.64 23.2521 -30.5747 -1374.1776 20.6143 20.6143
36 2 -6.290384 0.0 -30.0338 6.45072 -11.061 243.255 -1619.2 242.645 -1610.51 0.0 242.645 -1610.51 24.4343 -30.0338 -1373.4645 21.2441 21.2441
36 3 -6.134385 0.0 -27.8343 6.43677 -10.9769 243.255 -1619.2 242.562 -1611.17 0.0 242.562 -1611.17 23.6957 -27.8343 -1372.7466 20.7364 20.7364
36 4 -6.0723295 0.0 -26.7656 6.42913 -10.9341 243.255 -1619.2 242.551 -1611.76 0.0 242.551 -1611.76 23.4856 -26.7656 -1372.489 20.8385 20.8385
36 5 -5.591247 0.0 -17.1947 6.24515 -10.8873 243.255 -1619.2 242.628 -1619.05 0.0 242.628 -1619.05 22.4489 -17.1947 -1371.1678 23.9899 23.9899
36 6 -5.55228 0.0 -18.5148 6.2803 -10.5516 243.255 -1619.2 242.775 -1616.21 0.0 242.775 -1616.21 21.953 -18.5148 -1369.9967 23.4357 23.4357
36 7 -5.560402 0.0 -18.6876 6.27547 -10.5447 243.255 -1619.2 242.771 -1616.07 0.0 242.771 -1616.07 22.033 -18.6876 -1369.9535 23.4283 23.4283
37 0 -5.983065 0.0 -25.4305 6.33568 -10.9557 243.255 -1619.2 243.443 -1613.91 0.0 243.443 -1613.91 22.5647 -25.4305 -1373.3329 25.6736 25.6736
37 1 -5.97583 0.0 -25.3567 6.32936 -10.9506 243.255 -1619.2 243.462 -1613.94 0.0 243.462 -1613.94 22.5148 -25.3567 -1373.3198 25.6798 25.6798
37 2 -5.7686906 0.0 -21.4361 6.29435 -10.899 243.255 -1619.2 243.929 -1617.34 0.0 243.929 -1617.34 22.2555 -21.4361 -1372.5916 26.9653 26.9653
37 3 -5.6223454 0.0 -20.3917 6.23619 -10.8631 243.255 -1619.2 243.698 -1616.26 0.0 243.698 -1616.26 22.6004 -20.3917 -1370.3533 28.6565 28.6565
38 0 -5.9387813 0.0 -24.5103 6.27062 -10.9002 243.255 -1619.2 243.434 -1614.64 0.0 243.434 -1614.64 22.4946 -24.5103 -1373.2218 24.9437 24.9437
38 1 -5.7893043 0.0 -20.6992 6.36684 -10.7711 243.255 -1619.2 243.537 -1617.97 0.0 243.537 -1617.97 22.5294 -20.6992 -1372.6028 25.0507 25.0507
38 2 -5.748918 0.0 -20.0021 6.36021 -11.4961 243.255 -1619.2 243.574 -1619.18 0.0 243.574 -1619.18 23.3316 -20.0021 -1372.2766 25.4551 25.4551
39 0 -6.036326 0.0 -26.9982 6.32747 -11.0026 243.255 -1619.2 242.533 -1611.01 0.0 242.533 -1611.01 22.6982 -26.9982 -1372.7771 20.9851 20.9851
40 0 -6.012694 0.0 -27.0763 6.32566 -10.702 243.255 -1619.2 243.073 -1611.04 0.0 243.073 -1611.04 22.3027 -27.0763 -1372.7406 22.8439 22.8439
40 1 -6.672655 0.0 -41.6217 6.32815 -15.8981 243.255 -1619.2 242.211 -1603.2 0.0 242.211 -1603.2 30.5977 -41.6217 -1372.013 20.8757 20.8757
40 2 -6.328693 0.0 -36.4599 6.30738 -15.444 243.255 -1619.2 242.485 -1605.56 0.0 242.485 -1605.56 30.1124 -36.4599 -1369.4226 23.4846 23.4846
40 3 -6.3204966 0.0 -37.1047 6.29358 -15.359 243.255 -1619.2 242.326 -1604.12 0.0 242.326 -1604.12 30.7642 -37.1047 -1368.1344 22.291 22.291
41 0 -5.774672 0.0 -21.8745 6.31486 -10.6903 243.255 -1619.2 243.03 -1615.13 0.0 243.03 -1615.13 22.1625 -21.8745 -1371.812 26.9188 26.9188
41 1 -5.772931 0.0 -21.8556 6.31542 -10.6904 243.255 -1619.2 243.03 -1615.13 0.0 243.03 -1615.13 22.1543 -21.8556 -1371.8013 26.9185 26.9185
41 2 -5.7734947 0.0 -21.8845 6.31581 -10.6926 243.255 -1619.2 243.026 -1615.09 0.0 243.026 -1615.09 22.1826 -21.8845 -1371.7659 26.923 26.923
41 3 -5.4358697 0.0 -18.3935 6.33635 -10.7181 243.255 -1619.2 243.742 -1616.07 0.0 243.742 -1616.07 22.3696 -18.3935 -1368.3518 29.7199 29.7199
41 4 -5.433518 0.0 -18.4885 6.34845 -10.7109 243.255 -1619.2 243.801 -1615.95 0.0 243.801 -1615.95 22.4811 -18.4885 -1368.1564 29.8437 29.8437
41 5 -5.417999 0.0 -18.5484 6.37084 -10.7565 243.255 -1619.2 243.882 -1615.74 0.0 243.882 -1615.74 22.6535 -18.5484 -1367.7529 30.1561 30.1561
42 0 -6.05584 0.0 -29.5088 6.31898 -10.9565 243.255 -1619.2 241.734 -1606.18 0.0 241.734 -1606.18 22.4429 -29.5088 -1371.512 17.5984 17.5984
43 0 -5.9324646 0.0 -26.3101 6.28124 -10.8195 243.255 -1619.2 242.394 -1610.05 0.0 242.394 -1610.05 22.9672 -26.3101 -1370.9989 23.6312 23.6312
44 0 -6.2621293 0.0 -35.2852 6.28021 -15.2303 243.255 -1619.2 242.442 -1606.05 0.0 242.442 -1606.05 29.5725 -35.2852 -1369.3207 22.6454 22.6454
44 1 -5.445699 0.0 -20.228 6.23956 -10.8437 243.255 -1619.2 242.364 -1611.54 0.0 242.364 -1611.54 22.6882 -20.228 -1366.7158 23.4996 23.4996
45 0 -5.99993 0.0 -29.4636 6.36804 -10.7623 243.255 -1619.2 241.717 -1605.04 0.0 241.717 -1605.04 24.6759 -29.4636 -1368.1107 21.1259 21.1259
