,sw2800.pdb,sw1100.pdb,sw0900.pdb,sw2600.pdb,sw2000.pdb,sw3100.pdb,sw0200.pdb,sw2200.pdb,sw1200.pdb,sw3400.pdb,sw0500.pdb,sw3500.pdb,sw2700.pdb,sw0700.pdb,sw2900.pdb,sw2500.pdb,sw0400.pdb,sw0100.pdb,sw0600.pdb,sw0300.pdb,sw1500.pdb,sw2300.pdb,sw2400.pdb,sw3200.pdb,sw1900.pdb,sw1300.pdb,sw3300.pdb,sw1700.pdb,sw3000.pdb,sw1000.pdb,sw1400.pdb,sw1600.pdb,sw1800.pdb,sw3600.pdb,sw2100.pdb,sw0000.pdb,sw0800.pdb
sw1500.pdb,7.887962818145752,7.109340190887451,31.57317352294922,7.611060619354248,4.037874698638916,6.94207763671875,7.78147554397583,32.55854415893555,7.761582374572754,4.396542072296143,8.005399703979492,3.1852095127105713,4.66380500793457,7.486264228820801,4.627127170562744,25.062158584594727,4.33597469329834,3.4134600162506104,30.755950927734375,7.405894756317139,0.0,6.68867301940918,3.4808738231658936,7.904256343841553,3.6555240154266357,2.460031032562256,2.9948935508728027,2.13130259513855,7.558359622955322,5.449487209320068,14.570887565612793,7.530102252960205,31.811086654663086,25.04862403869629,4.474120616912842,4.041080474853516,5.496604919433594
sw2300.pdb,7.7425642013549805,3.9671926498413086,35.5942268371582,4.59279203414917,4.822853088378906,7.0571699142456055,6.514871597290039,35.716163635253906,7.833003997802734,6.840538024902344,7.41846227645874,5.85024356842041,6.554436206817627,8.025839805603027,4.854366779327393,28.401023864746094,7.630014896392822,7.704563617706299,34.73755645751953,6.059660911560059,6.68867301940918,0.0,4.86758279800415,7.581298828125,6.373318195343018,6.959125518798828,5.606171131134033,6.759725093841553,7.3394083976745605,7.415644645690918,16.078556060791016,4.05549430847168,35.903621673583984,28.39715576171875,8.3729829788208,8.281821250915527,7.374067306518555
sw2400.pdb,7.511497497558594,6.3332695960998535,33.282196044921875,6.790162086486816,2.5983128547668457,7.082019329071045,7.865434169769287,33.6070442199707,7.519003391265869,5.317659378051758,7.613912582397461,3.0027430057525635,4.516469478607178,7.539352893829346,2.925157070159912,26.68219757080078,5.4214348793029785,5.585812091827393,32.44599533081055,7.261037349700928,3.4808738231658936,4.86758279800415,0.0,7.726680278778076,3.8434927463531494,4.52744197845459,2.9943814277648926,4.347427845001221,7.386038780212402,5.851528167724609,14.192679405212402,6.542957782745361,33.52478790283203,26.706972122192383,6.404237270355225,5.854596138000488,5.817533016204834
sw3200.pdb,2.647934913635254,6.121805191040039,32.45466613769531,5.028793811798096,7.599964618682861,6.510431289672852,5.150146007537842,33.9076042175293,3.2923073768615723,6.507907867431641,4.499286651611328,7.372543811798096,7.824914455413818,4.522676944732666,7.301692008972168,26.404327392578125,7.33116340637207,7.216373443603516,32.93305206298828,5.848330497741699,7.904256343841553,7.581298828125,7.726680278778076,0.0,7.316647052764893,7.894102096557617,7.666269302368164,7.51197624206543,3.6185431480407715,6.656012058258057,12.532995223999023,5.907563209533691,32.98365020751953,26.253671646118164,7.3789873123168945,7.2633280754089355,6.3733978271484375
sw1900.pdb,7.603070259094238,7.2669997215271,32.524532318115234,7.918530464172363,2.6224944591522217,7.830709457397461,8.07756233215332,33.584747314453125,6.712975978851318,4.561074256896973,7.801727771759033,3.0479836463928223,5.136310577392578,8.153976440429688,4.263792514801025,26.859724044799805,4.179893970489502,4.069692611694336,31.88882064819336,8.182294845581055,3.6555240154266357,6.373318195343018,3.8434927463531494,7.316647052764893,0.0,4.261105537414551,3.9215009212493896,3.8947746753692627,7.554418087005615,4.802074909210205,13.566943168640137,7.969448566436768,32.924476623535156,26.745437622070312,4.8143205642700195,4.438509941101074,5.080924034118652
sw1300.pdb,7.7688140869140625,7.43044900894165,32.62644577026367,7.8177809715271,4.56387996673584,6.9094648361206055,7.754504680633545,33.771671295166016,7.42893123626709,3.306644916534424,7.9203596115112305,3.6512222290039062,3.14629864692688,7.5332841873168945,5.770796775817871,25.227848052978516,3.307108163833618,2.581308126449585,32.04120635986328,7.331355571746826,2.460031032562256,6.959125518798828,4.52744197845459,7.894102096557617,4.261105537414551,0.0,2.7771029472351074,3.044736623764038,7.6145172119140625,4.284099578857422,15.887041091918945,7.528704643249512,32.879337310791016,25.117687225341797,4.941892623901367,3.7392406463623047,3.974350690841675
sw3300.pdb,7.760308265686035,6.832413196563721,34.091426849365234,7.217477798461914,3.648357391357422,7.267709732055664,7.864412784576416,34.76045227050781,7.038419246673584,3.723710298538208,7.868082046508789,3.6993072032928467,2.8548624515533447,7.781461238861084,4.934598922729492,26.948680877685547,4.120816707611084,4.412477970123291,33.471038818359375,7.519327640533447,2.9948935508728027,5.606171131134033,2.9943814277648926,7.666269302368164,3.9215009212493896,2.7771029472351074,0.0,4.133493900299072,7.4174652099609375,4.124217510223389,15.260104179382324,7.026747226715088,34.292999267578125,26.85881996154785,6.360349655151367,4.901832580566406,4.098344802856445
sw1700.pdb,7.678125381469727,7.123757839202881,31.147598266601562,7.51591157913208,4.1366143226623535,7.157059192657471,7.83082914352417,32.03356170654297,7.633353233337402,4.463017463684082,7.938230991363525,2.6043341159820557,5.299079418182373,7.623134613037109,4.148797988891602,24.572608947753906,4.866326332092285,3.3180108070373535,30.283639907836914,7.337562561035156,2.13130259513855,6.759725093841553,4.347427845001221,7.51197624206543,3.8947746753692627,3.044736623764038,4.133493900299072,0.0,7.549130439758301,6.103003978729248,14.349211692810059,7.234250068664551,31.519933700561523,24.521203994750977,4.0725417137146,4.349728107452393,5.781031608581543
sw3000.pdb,2.4906463623046875,6.236881256103516,31.276975631713867,5.34454345703125,7.4250617027282715,3.7696902751922607,4.591723918914795,32.53205108642578,3.804440498352051,7.316145420074463,3.072427749633789,7.5251288414001465,7.703418731689453,3.1635143756866455,7.46287727355957,24.968276977539062,7.652171611785889,7.444360256195068,31.74711799621582,4.5638861656188965,7.558359622955322,7.3394083976745605,7.386038780212402,3.6185431480407715,7.554418087005615,7.6145172119140625,7.4174652099609375,7.549130439758301,0.0,7.032788276672363,12.907933235168457,6.011023998260498,31.63508415222168,24.93391227722168,8.077530860900879,7.896258354187012,6.7326979637146
sw1000.pdb,6.857660293579102,7.360423564910889,34.19446563720703,7.856125354766846,5.5236921310424805,7.55988073348999,7.114725112915039,35.45090866088867,5.523406028747559,3.4405269622802734,6.871573448181152,5.68263053894043,3.7886855602264404,7.274284362792969,7.300265312194824,26.778366088867188,2.533322334289551,4.654051303863525,34.22640609741211,7.929906845092773,5.449487209320068,7.415644645690918,5.851528167724609,6.656012058258057,4.802074909210205,4.284099578857422,4.124217510223389,6.103003978729248,7.032788276672363,0.0,15.32927131652832,7.991652965545654,34.39670944213867,26.468290328979492,6.022609233856201,4.0980963706970215,2.917009115219116
sw1400.pdb,12.786608695983887,16.171310424804688,28.209869384765625,15.401566505432129,14.327564239501953,15.327301025390625,15.683767318725586,28.136474609375,11.918354034423828,14.896101951599121,13.744264602661133,14.192668914794922,16.414793014526367,13.946012496948242,13.209364891052246,27.503206253051758,15.437215805053711,14.996325492858887,28.822998046875,16.08675193786621,14.570887565612793,16.078556060791016,14.192679405212402,12.532995223999023,13.566943168640137,15.887041091918945,15.260104179382324,14.349211692810059,12.907933235168457,15.32927131652832,0.0,16.341625213623047,28.83773422241211,27.37411880493164,14.45814323425293,15.105705261230469,15.303156852722168
sw1600.pdb,5.854971885681152,3.1785402297973633,34.48286437988281,2.3327038288116455,6.712939262390137,5.7635369300842285,4.61886739730835,35.18749237060547,7.424694061279297,7.289201259613037,5.819304943084717,6.793112277984619,7.109374523162842,5.781591892242432,6.236954212188721,26.876541137695312,7.9857497215271,7.9293904304504395,34.08427810668945,3.4261045455932617,7.530102252960205,4.05549430847168,6.542957782745361,5.907563209533691,7.969448566436768,7.528704643249512,7.026747226715088,7.234250068664551,6.011023998260498,7.991652965545654,16.341625213623047,0.0,34.90938186645508,26.948341369628906,8.294395446777344,8.190409660339355,7.438009738922119
sw1800.pdb,31.956321716308594,34.50364303588867,3.834359645843506,34.642906188964844,33.576438903808594,30.94335174560547,32.63329315185547,11.922246932983398,33.095184326171875,34.150108337402344,31.62688636779785,32.73918533325195,34.92300796508789,30.94192123413086,33.05863952636719,18.054338455200195,33.11357879638672,32.189571380615234,7.7821455001831055,32.559913635253906,31.811086654663086,35.903621673583984,33.52478790283203,32.98365020751953,32.924476623535156,32.879337310791016,34.292999267578125,31.519933700561523,31.63508415222168,34.39670944213867,28.83773422241211,34.90938186645508,0.0,18.842144012451172,30.707237243652344,32.139957427978516,34.544620513916016
sw3600.pdb,24.97370147705078,26.87687110900879,20.096996307373047,27.486629486083984,26.65530776977539,23.59462547302246,24.951576232910156,18.90675163269043,26.20278549194336,26.509798049926758,23.971080780029297,25.612520217895508,26.685256958007812,23.79181480407715,26.499662399291992,2.262315273284912,25.22541618347168,25.257089614868164,20.846572875976562,24.86529541015625,25.04862403869629,28.39715576171875,26.706972122192383,26.253671646118164,26.745437622070312,25.117687225341797,26.85881996154785,24.521203994750977,24.93391227722168,26.468290328979492,27.37411880493164,26.948341369628906,18.842144012451172,0.0,24.11245346069336,24.958354949951172,26.712556838989258
sw2100.pdb,7.647526741027832,7.434118747711182,30.297014236450195,7.9996209144592285,6.0409111976623535,7.780351638793945,7.231943130493164,32.132850646972656,7.823562145233154,5.026580333709717,7.907593250274658,5.084338665008545,6.900783061981201,7.461938858032227,6.4637227058410645,24.282920837402344,4.590351581573486,3.616223096847534,29.77961540222168,7.92355489730835,4.474120616912842,8.3729829788208,6.404237270355225,7.3789873123168945,4.8143205642700195,4.941892623901367,6.360349655151367,4.0725417137146,8.077530860900879,6.022609233856201,14.45814323425293,8.294395446777344,30.707237243652344,24.11245346069336,0.0,3.282316207885742,6.6503496170043945
sw0000.pdb,7.446203231811523,7.727120399475098,31.764957427978516,8.130213737487793,5.463084697723389,7.705944061279297,7.418071269989014,33.613704681396484,7.304157257080078,3.9755959510803223,7.507434844970703,4.700486183166504,4.812787055969238,7.242523193359375,6.811244487762451,25.13479232788086,2.3119747638702393,3.1467065811157227,31.5458927154541,7.859916687011719,4.041080474853516,8.281821250915527,5.854596138000488,7.2633280754089355,4.438509941101074,3.7392406463623047,4.901832580566406,4.349728107452393,7.896258354187012,4.0980963706970215,15.105705261230469,8.190409660339355,32.139957427978516,24.958354949951172,3.282316207885742,0.0,4.605530738830566
sw0800.pdb,6.286556720733643,7.907407283782959,34.12411880493164,7.532716751098633,5.44985818862915,7.278232574462891,7.625383377075195,35.52704620361328,5.317309379577637,3.1368660926818848,6.899203777313232,5.142802715301514,2.728332757949829,6.919393062591553,6.908114910125732,26.90116310119629,3.4128823280334473,4.1422529220581055,34.2154426574707,7.376730918884277,5.496604919433594,7.374067306518555,5.817533016204834,6.3733978271484375,5.080924034118652,3.974350690841675,4.098344802856445,5.781031608581543,6.7326979637146,2.917009115219116,15.303156852722168,7.438009738922119,34.544620513916016,26.712556838989258,6.6503496170043945,4.605530738830566,0.0
