Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
17 0 -6.510468 0.0 -33.8985 6.30938 -10.9646 243.255 -1619.2 241.95 -1607.18 0.0 241.95 -1607.18 22.6605 -33.8985 -1376.4681 16.3342 16.3342
17 1 -6.4583216 0.0 -33.0588 6.3682 -11.0223 243.255 -1619.2 241.89 -1607.5 0.0 241.89 -1607.5 22.9108 -33.0588 -1375.7579 17.404 17.404
17 2 -6.4434347 0.0 -33.4177 6.30499 -10.9451 243.255 -1619.2 241.966 -1606.84 0.0 241.966 -1606.84 22.6228 -33.4177 -1375.669 16.3617 16.3617
17 3 -6.4621034 0.0 -33.6723 6.36412 -10.9681 243.255 -1619.2 241.867 -1606.53 0.0 241.867 -1606.53 22.9973 -33.6723 -1375.3381 17.917 17.917
17 4 -6.1558914 0.0 -28.3885 6.24014 -10.8446 243.255 -1619.2 241.898 -1609.81 0.0 241.898 -1609.81 22.5935 -28.3885 -1373.7072 17.6137 17.6137
17 5 -5.808097 0.0 -23.9793 6.3115 -10.6232 243.255 -1619.2 241.768 -1610.41 0.0 241.768 -1610.41 21.967 -23.9793 -1370.6543 18.8953 18.8953
17 6 -5.735031 0.0 -23.6121 6.32587 -10.6447 243.255 -1619.2 241.669 -1609.63 0.0 241.669 -1609.63 22.3601 -23.6121 -1369.2129 19.7971 19.7971
18 0 -6.6169705 0.0 -37.654 6.27643 -10.604 243.255 -1619.2 242.354 -1603.43 0.0 242.354 -1603.43 22.2805 -37.654 -1376.4496 21.4377 21.4377
18 1 -6.6169705 0.0 -37.654 6.27643 -10.604 243.255 -1619.2 242.354 -1603.43 0.0 242.354 -1603.43 22.2805 -37.654 -1376.4496 21.4377 21.4377
18 2 -6.6169705 0.0 -37.654 6.27643 -10.604 243.255 -1619.2 242.354 -1603.43 0.0 242.354 -1603.43 22.2805 -37.654 -1376.4496 21.4377 21.4377
18 3 -6.6169705 0.0 -37.654 6.27643 -10.604 243.255 -1619.2 242.354 -1603.43 0.0 242.354 -1603.43 22.2805 -37.654 -1376.4496 21.4377 21.4377
18 4 -6.618883 0.0 -37.7757 6.29044 -10.6343 243.255 -1619.2 242.424 -1603.39 0.0 242.424 -1603.39 22.298 -37.7757 -1376.4437 21.4587 21.4587
18 5 -6.618883 0.0 -37.7757 6.29044 -10.6343 243.255 -1619.2 242.424 -1603.39 0.0 242.424 -1603.39 22.298 -37.7757 -1376.4437 21.4587 21.4587
18 6 -6.6146603 0.0 -37.6189 6.27224 -10.5942 243.255 -1619.2 242.339 -1603.42 0.0 242.339 -1603.42 22.28 -37.6189 -1376.4199 21.4413 21.4413
18 7 -6.6146603 0.0 -37.6189 6.27224 -10.5942 243.255 -1619.2 242.339 -1603.42 0.0 242.339 -1603.42 22.28 -37.6189 -1376.4199 21.4413 21.4413
19 0 -6.0994644 0.0 -25.5024 6.24929 -10.8138 243.255 -1619.2 243.312 -1615.49 0.0 243.312 -1615.49 22.3631 -25.5024 -1375.3173 22.0923 22.0923
19 1 -6.1334944 0.0 -26.0273 6.33721 -10.6776 243.255 -1619.2 243.168 -1614.74 0.0 243.168 -1614.74 22.3438 -26.0273 -1375.2555 22.0226 22.0226
19 2 -6.0860453 0.0 -25.3135 6.25118 -10.8285 243.255 -1619.2 243.322 -1615.59 0.0 243.322 -1615.59 22.3597 -25.3135 -1375.2218 22.1275 22.1275
19 3 -6.1405783 0.0 -26.3592 6.34924 -10.7073 243.255 -1619.2 243.172 -1614.36 0.0 243.172 -1614.36 22.4829 -26.3592 -1375.0643 22.0924 22.0924
19 4 -5.93544 0.0 -22.9789 6.30936 -10.888 243.255 -1619.2 243.259 -1616.61 0.0 243.259 -1616.61 22.3408 -22.9789 -1373.989 22.8948 22.8948
19 5 -5.9014354 0.0 -23.0011 6.37966 -11.0086 243.255 -1619.2 243.303 -1616.1 0.0 243.303 -1616.1 22.9448 -23.0011 -1372.8533 23.9779 23.9779
19 6 -5.7946677 0.0 -22.2527 6.28983 -10.9019 243.255 -1619.2 243.009 -1615.09 0.0 243.009 -1615.09 22.3965 -22.2527 -1371.9371 25.0306 25.0306
19 7 -5.7416697 0.0 -22.0477 6.3062 -10.9271 243.255 -1619.2 242.795 -1614.21 0.0 242.795 -1614.21 22.4656 -22.0477 -1370.9971 25.1365 25.1365
20 0 -6.1673603 0.0 -26.9778 6.32247 -10.9247 243.255 -1619.2 242.732 -1613.42 0.0 242.732 -1613.42 22.3619 -26.9778 -1375.304 22.6806 22.6806
20 1 -6.1485476 0.0 -26.8683 6.30988 -10.9314 243.255 -1619.2 242.675 -1613.22 0.0 242.675 -1613.22 22.2772 -26.8683 -1375.136 22.3628 22.3628
20 2 -6.1680846 0.0 -27.6748 6.31191 -10.6821 243.255 -1619.2 242.662 -1612.02 0.0 242.662 -1612.02 22.0077 -27.6748 -1375.0251 21.863 21.863
20 3 -6.4116983 0.0 -31.9645 6.312 -15.846 243.255 -1619.2 242.692 -1614.58 0.0 242.692 -1614.58 29.7083 -31.9645 -1374.1442 24.1015 24.1015
20 4 -6.120413 0.0 -26.5806 6.36545 -10.7843 243.255 -1619.2 242.732 -1613.06 0.0 242.732 -1613.06 23.0276 -26.5806 -1373.8811 25.0935 25.0935
20 5 -5.717513 0.0 -20.3753 6.25302 -10.4499 243.255 -1619.2 242.798 -1616.01 0.0 242.798 -1616.01 22.288 -20.3753 -1371.2993 25.7176 25.7176
20 6 -5.7282343 0.0 -21.8682 6.24911 -10.8872 243.255 -1619.2 242.791 -1614.31 0.0 242.791 -1614.31 22.5446 -21.8682 -1370.8427 25.7095 25.7095
20 7 -5.7186875 0.0 -21.8262 6.24762 -10.8833 243.255 -1619.2 242.838 -1614.29 0.0 242.838 -1614.29 22.5728 -21.8262 -1370.7054 25.9155 25.9155
21 0 -6.6168394 0.0 -38.1212 6.30062 -10.5548 243.255 -1619.2 241.313 -1601.01 0.0 241.313 -1601.01 22.6294 -38.1212 -1375.1888 14.3997 14.3997
21 1 -6.5830965 0.0 -39.313 6.31143 -10.465 243.255 -1619.2 241.216 -1598.36 0.0 241.216 -1598.36 23.0957 -39.313 -1373.3613 14.7396 14.7396
21 2 -6.6165347 0.0 -39.134 6.45574 -10.834 243.255 -1619.2 241.456 -1599.7 0.0 241.456 -1599.7 24.9739 -39.134 -1372.404 17.426 17.426
21 3 -6.5216403 0.0 -39.08 6.2965 -10.3978 243.255 -1619.2 241.176 -1597.61 0.0 241.176 -1597.61 23.1942 -39.08 -1372.3197 14.9838 14.9838
21 4 -6.4348183 0.0 -37.0885 6.29883 -10.4336 243.255 -1619.2 241.233 -1599.39 0.0 241.233 -1599.39 23.0707 -37.0885 -1372.1748 15.8494 15.8494
21 5 -6.4031596 0.0 -37.9426 6.39661 -10.8178 243.255 -1619.2 241.21 -1597.75 0.0 241.21 -1597.75 24.491 -37.9426 -1369.9917 15.6556 15.6556
21 6 -6.150739 0.0 -35.8985 6.23603 -10.4446 243.255 -1619.2 241.501 -1597.11 0.0 241.501 -1597.11 22.5248 -35.8985 -1368.9827 17.5577 17.5577
21 7 -5.8183737 0.0 -29.3435 6.46834 -11.0075 243.255 -1619.2 241.394 -1601.85 0.0 241.394 -1601.85 25.8533 -29.3435 -1363.9462 21.7127 21.7127
22 0 -6.551248 0.0 -37.4895 6.24903 -10.9713 243.255 -1619.2 242.658 -1603.49 0.0 242.658 -1603.49 23.1479 -37.4895 -1375.1736 21.5681 21.5681
22 1 -6.551248 0.0 -37.4895 6.24903 -10.9713 243.255 -1619.2 242.658 -1603.49 0.0 242.658 -1603.49 23.1479 -37.4895 -1375.1736 21.5681 21.5681
22 2 -6.5507574 0.0 -37.5435 6.24677 -10.9694 243.255 -1619.2 242.645 -1603.38 0.0 242.645 -1603.38 23.1858 -37.5435 -1375.0927 21.5657 21.5657
22 3 -6.5507574 0.0 -37.5435 6.24677 -10.9694 243.255 -1619.2 242.645 -1603.38 0.0 242.645 -1603.38 23.1858 -37.5435 -1375.0927 21.5657 21.5657
22 4 -6.5507574 0.0 -37.5435 6.24677 -10.9694 243.255 -1619.2 242.645 -1603.38 0.0 242.645 -1603.38 23.1858 -37.5435 -1375.0927 21.5657 21.5657
22 5 -6.550892 0.0 -37.5428 6.24704 -10.9681 243.255 -1619.2 242.644 -1603.38 0.0 242.644 -1603.38 23.1862 -37.5428 -1375.0925 21.5657 21.5657
22 6 -6.550892 0.0 -37.5428 6.24704 -10.9681 243.255 -1619.2 242.644 -1603.38 0.0 242.644 -1603.38 23.1862 -37.5428 -1375.0925 21.5657 21.5657
22 7 -6.550892 0.0 -37.5428 6.24704 -10.9681 243.255 -1619.2 242.644 -1603.38 0.0 242.644 -1603.38 23.1862 -37.5428 -1375.0925 21.5657 21.5657
23 0 -5.929335 0.0 -20.0484 6.27923 -10.8986 243.255 -1619.2 243.222 -1621.04 0.0 243.222 -1621.04 22.709 -20.0484 -1375.1573 26.766 26.766
23 1 -5.912339 0.0 -19.8879 6.27792 -10.9016 243.255 -1619.2 243.212 -1621.0 0.0 243.212 -1621.0 22.5954 -19.8879 -1375.0804 26.7082 26.7082
23 2 -5.907958 0.0 -19.838 6.28259 -10.8971 243.255 -1619.2 243.216 -1621.0 0.0 243.216 -1621.0 22.6539 -19.838 -1374.968 26.6946 26.6946
23 3 -5.8850865 0.0 -19.5417 6.26357 -10.8995 243.255 -1619.2 243.225 -1621.13 0.0 243.225 -1621.13 22.6704 -19.5417 -1374.7764 27.3183 27.3183
23 4 -5.856027 0.0 -19.8644 6.25504 -10.5268 243.255 -1619.2 243.337 -1619.97 0.0 243.337 -1619.97 21.9141 -19.8644 -1374.5833 28.2221 28.2221
23 5 -5.8582425 0.0 -19.9083 6.25275 -10.5198 243.255 -1619.2 243.308 -1619.89 0.0 243.308 -1619.89 21.94 -19.9083 -1374.5503 28.2344 28.2344
23 6 -5.8573813 0.0 -19.8653 6.24373 -10.5148 243.255 -1619.2 243.333 -1619.99 0.0 243.333 -1619.99 22.0591 -19.8653 -1374.4631 28.2833 28.2833
23 7 -5.7823606 0.0 -20.7138 6.28516 -10.6392 243.255 -1619.2 242.93 -1616.89 0.0 242.93 -1616.89 22.1429 -20.7138 -1372.531 26.9605 26.9605
24 0 -6.044881 0.0 -23.2621 6.28826 -10.6581 243.255 -1619.2 243.037 -1617.42 0.0 243.037 -1617.42 22.5796 -23.2621 -1375.0656 23.4457 23.4457
24 1 -6.048077 0.0 -23.3006 6.29194 -10.6649 243.255 -1619.2 243.041 -1617.42 0.0 243.041 -1617.42 22.6236 -23.3006 -1375.056 23.4487 23.4487
24 2 -6.043227 0.0 -23.2462 6.29032 -10.6622 243.255 -1619.2 243.038 -1617.42 0.0 243.038 -1617.42 22.5761 -23.2462 -1375.0521 23.4454 23.4454
24 3 -6.0410476 0.0 -23.2251 6.28905 -10.6594 243.255 -1619.2 243.034 -1617.41 0.0 243.034 -1617.41 22.5511 -23.2251 -1375.05 23.4475 23.4475
24 4 -6.0153894 0.0 -22.8968 6.27467 -10.6272 243.255 -1619.2 243.061 -1617.53 0.0 243.061 -1617.53 22.3907 -22.8968 -1374.9751 23.543 23.543
24 5 -5.947289 0.0 -21.4562 6.3067 -11.4172 243.255 -1619.2 243.071 -1619.4 0.0 243.071 -1619.4 23.1634 -21.4562 -1374.6218 23.7437 23.7437
24 6 -5.9394026 0.0 -21.3554 6.32066 -11.4363 243.255 -1619.2 243.081 -1619.44 0.0 243.081 -1619.44 23.177 -21.3554 -1374.5374 23.8944 23.8944
24 7 -5.797739 0.0 -19.6148 6.32409 -11.4281 243.255 -1619.2 243.196 -1619.98 0.0 243.196 -1619.98 22.9441 -19.6148 -1373.4546 24.7551 24.7551
24 8 -5.5474453 0.0 -17.5463 6.22554 -10.448 243.255 -1619.2 243.429 -1618.62 0.0 243.429 -1618.62 25.6966 -17.5463 -1367.0408 30.6294 30.6294
24 9 -5.6117787 0.0 -18.9732 6.5416 -10.4321 243.255 -1619.2 243.273 -1616.72 0.0 243.273 -1616.72 32.4588 -18.9732 -1359.9614 38.528 38.528
24 10 -5.029414 0.0 -9.87089 6.56219 -10.7192 243.255 -1619.2 243.047 -1621.18 0.0 243.047 -1621.18 34.6591 -9.87089 -1353.3448 42.1044 42.1044
25 0 -6.3198576 0.0 -31.0528 6.34811 -10.6724 243.255 -1619.2 241.968 -1608.14 0.0 241.968 -1608.14 22.4419 -31.0528 -1374.7828 18.4548 18.4548
25 1 -6.387401 0.0 -32.5271 6.35808 -10.6483 243.255 -1619.2 241.777 -1606.63 0.0 241.777 -1606.63 22.8825 -32.5271 -1374.4977 18.0176 18.0176
26 0 -5.9267755 0.0 -21.5064 6.29133 -10.9663 243.255 -1619.2 243.155 -1618.69 0.0 243.155 -1618.69 22.4578 -21.5064 -1374.5835 23.6706 23.6706
26 1 -5.9267755 0.0 -21.5064 6.29133 -10.9663 243.255 -1619.2 243.155 -1618.69 0.0 243.155 -1618.69 22.4578 -21.5064 -1374.5835 23.6706 23.6706
26 2 -5.9267755 0.0 -21.5064 6.29133 -10.9663 243.255 -1619.2 243.155 -1618.69 0.0 243.155 -1618.69 22.4578 -21.5064 -1374.5835 23.6706 23.6706
26 3 -5.9346614 0.0 -21.5731 6.2856 -10.9618 243.255 -1619.2 243.142 -1618.7 0.0 243.142 -1618.7 22.5492 -21.5731 -1374.5819 23.6566 23.6566
26 4 -5.9346614 0.0 -21.5731 6.2856 -10.9618 243.255 -1619.2 243.142 -1618.7 0.0 243.142 -1618.7 22.5492 -21.5731 -1374.5819 23.6566 23.6566
26 5 -5.9346614 0.0 -21.5731 6.2856 -10.9618 243.255 -1619.2 243.142 -1618.7 0.0 243.142 -1618.7 22.5492 -21.5731 -1374.5819 23.6566 23.6566
26 6 -5.9340234 0.0 -21.5701 6.28333 -10.9556 243.255 -1619.2 243.141 -1618.69 0.0 243.141 -1618.69 22.544 -21.5701 -1374.5751 23.6561 23.6561
26 7 -5.9340234 0.0 -21.5701 6.28333 -10.9556 243.255 -1619.2 243.141 -1618.69 0.0 243.141 -1618.69 22.544 -21.5701 -1374.5751 23.6561 23.6561
27 0 -5.9897957 0.0 -20.5898 6.2576 -10.3306 243.255 -1619.2 243.276 -1620.74 0.0 243.276 -1620.74 23.6212 -20.5898 -1374.4326 24.7718 24.7718
27 1 -5.462453 0.0 -12.4284 6.36204 -10.8883 243.255 -1619.2 243.318 -1625.2 0.0 243.318 -1625.2 24.4269 -12.4284 -1369.8834 29.3341 29.3341
27 2 -5.446832 0.0 -12.2696 6.36352 -10.8949 243.255 -1619.2 243.328 -1625.21 0.0 243.328 -1625.21 24.5323 -12.2696 -1369.6193 29.4729 29.4729
28 0 -6.2762094 0.0 -31.0423 6.26493 -10.7724 243.255 -1619.2 242.795 -1608.95 0.0 242.795 -1608.95 22.9013 -31.0423 -1374.2959 20.6055 20.6055
28 1 -6.27854 0.0 -31.074 6.26341 -10.7725 243.255 -1619.2 242.794 -1608.94 0.0 242.794 -1608.94 22.942 -31.074 -1374.2778 20.6159 20.6159
28 2 -6.196627 0.0 -30.179 6.26855 -10.7799 243.255 -1619.2 242.83 -1609.04 0.0 242.83 -1609.04 22.8007 -30.179 -1373.5884 20.9301 20.9301
28 3 -5.8162365 0.0 -19.7464 6.36765 -10.7474 243.255 -1619.2 243.189 -1619.32 0.0 243.189 -1619.32 23.3813 -19.7464 -1372.4961 26.1663 26.1663
28 4 -6.109603 0.0 -29.2489 6.24452 -10.7283 243.255 -1619.2 242.855 -1609.08 0.0 242.855 -1609.08 23.248 -29.2489 -1372.2258 22.2804 22.2804
29 0 -6.008512 0.0 -25.2656 6.29408 -10.7063 243.255 -1619.2 243.2 -1614.02 0.0 243.2 -1614.02 22.2714 -25.2656 -1373.8142 23.9759 23.9759
29 1 -5.776066 0.0 -20.1041 6.21782 -10.4486 243.255 -1619.2 243.355 -1618.3 0.0 243.355 -1618.3 22.9104 -20.1041 -1372.1388 25.3419 25.3419
30 0 -6.1765127 0.0 -29.7566 6.27028 -10.9893 243.255 -1619.2 242.687 -1609.35 0.0 242.687 -1609.35 22.7491 -29.7566 -1373.6704 21.2718 21.2718
30 1 -6.1765127 0.0 -29.7566 6.27028 -10.9893 243.255 -1619.2 242.687 -1609.35 0.0 242.687 -1609.35 22.7491 -29.7566 -1373.6704 21.2718 21.2718
30 2 -6.156717 0.0 -29.7036 6.26202 -11.0042 243.255 -1619.2 242.586 -1608.98 0.0 242.586 -1608.98 22.8595 -29.7036 -1373.238 21.1973 21.1973
30 3 -6.156717 0.0 -29.7036 6.26202 -11.0042 243.255 -1619.2 242.586 -1608.98 0.0 242.586 -1608.98 22.8595 -29.7036 -1373.238 21.1973 21.1973
30 4 -6.156717 0.0 -29.7036 6.26202 -11.0042 243.255 -1619.2 242.586 -1608.98 0.0 242.586 -1608.98 22.8595 -29.7036 -1373.238 21.1973 21.1973
30 5 -6.137393 0.0 -29.4074 6.25953 -10.9889 243.255 -1619.2 242.495 -1608.97 0.0 242.495 -1608.97 22.8269 -29.4074 -1373.0554 21.142 21.142
30 6 -6.137393 0.0 -29.4074 6.25953 -10.9889 243.255 -1619.2 242.495 -1608.97 0.0 242.495 -1608.97 22.8269 -29.4074 -1373.0554 21.142 21.142
30 7 -6.137393 0.0 -29.4074 6.25953 -10.9889 243.255 -1619.2 242.495 -1608.97 0.0 242.495 -1608.97 22.8269 -29.4074 -1373.0554 21.142 21.142
31 0 -6.521001 0.0 -37.0876 6.29586 -11.6124 243.255 -1619.2 241.354 -1602.17 0.0 241.354 -1602.17 24.3949 -37.0876 -1373.5088 15.0679 15.0679
31 1 -6.6043906 0.0 -39.1583 6.2385 -10.4065 243.255 -1619.2 241.778 -1599.87 0.0 241.778 -1599.87 23.8206 -39.1583 -1373.4297 16.1097 16.1097
31 2 -6.40559 0.0 -36.5964 6.21972 -10.3908 243.255 -1619.2 241.613 -1600.34 0.0 241.613 -1600.34 23.3499 -36.5964 -1371.9734 16.9503 16.9503
31 3 -6.284799 0.0 -33.8137 6.24594 -11.126 243.255 -1619.2 241.191 -1602.71 0.0 241.191 -1602.71 25.2064 -33.8137 -1370.1262 17.3987 17.3987
31 4 -5.6935287 0.0 -23.2976 6.27339 -10.9645 243.255 -1619.2 241.495 -1609.57 0.0 241.495 -1609.57 23.2662 -23.2976 -1368.1063 20.748 20.748
32 0 -6.1460667 0.0 -26.0784 6.42449 -10.9549 243.255 -1619.2 242.703 -1614.29 0.0 242.703 -1614.29 24.1675 -26.0784 -1373.4979 23.6554 23.6554
32 1 -6.4115896 0.0 -33.1574 6.42278 -15.69 243.255 -1619.2 242.681 -1612.39 0.0 242.681 -1612.39 31.1331 -33.1574 -1371.7333 24.8407 24.8407
33 0 -5.7327313 0.0 -18.611 6.2878 -10.558 243.255 -1619.2 243.199 -1619.66 0.0 243.199 -1619.66 21.8821 -18.611 -1373.19 24.7497 24.7497
34 0 -5.7866635 0.0 -20.1679 6.28592 -10.8446 243.255 -1619.2 242.944 -1618.03 0.0 242.944 -1618.03 22.7524 -20.1679 -1372.5016 24.565 24.565
34 1 -5.811583 0.0 -20.6715 6.29132 -10.8381 243.255 -1619.2 242.935 -1617.63 0.0 242.935 -1617.63 22.9053 -20.6715 -1372.4612 24.533 24.533
34 2 -5.7365546 0.0 -19.1229 6.27299 -10.7875 243.255 -1619.2 242.485 -1618.08 0.0 242.485 -1618.08 23.05 -19.1229 -1371.6678 23.8209 23.8209
35 0 -6.257534 0.0 -31.5065 6.31381 -15.4444 243.255 -1619.2 242.398 -1611.91 0.0 242.398 -1611.91 29.4774 -31.5065 -1371.5411 24.1242 24.1242
36 0 -5.688078 0.0 -22.6527 6.23159 -10.4336 243.255 -1619.2 242.458 -1611.5 0.0 242.458 -1611.5 22.5762 -22.6527 -1369.1185 21.4452 21.4452
36 1 -5.68345 0.0 -22.5803 6.23106 -10.4296 243.255 -1619.2 242.456 -1611.53 0.0 242.456 -1611.53 22.5508 -22.5803 -1369.1035 21.4507 21.4507
36 2 -5.672464 0.0 -22.5856 6.2376 -10.4442 243.255 -1619.2 242.471 -1611.37 0.0 242.471 -1611.37 22.5534 -22.5856 -1368.9313 21.4701 21.4701
36 3 -5.6375713 0.0 -22.1932 6.24045 -10.4375 243.255 -1619.2 242.487 -1611.42 0.0 242.487 -1611.42 22.4128 -22.1932 -1368.7134 21.5109 21.5109
36 4 -5.678137 0.0 -25.0954 6.31508 -11.0537 243.255 -1619.2 242.605 -1608.28 0.0 242.605 -1608.28 22.8119 -25.0954 -1367.9585 21.6192 21.6192
36 5 -5.364162 0.0 -20.5067 6.29934 -10.7437 243.255 -1619.2 242.801 -1610.26 0.0 242.801 -1610.26 22.3363 -20.5067 -1365.6294 23.2769 23.2769
