TIME,RMSD
1,0.024978207424283028
2,0.13391050696372986
3,0.13570807874202728
4,0.14403210580348969
5,0.13477914035320282
6,0.13166338205337524
7,0.14366395771503448
8,0.13435181975364685
9,0.14842143654823303
10,0.13426309823989868
11,0.1408657431602478
12,0.13595905900001526
13,0.14173659682273865
14,0.141212597489357
15,0.144486203789711
16,0.14070096611976624
17,0.13961082696914673
18,0.1312025636434555
19,0.13261401653289795
20,0.14427797496318817
21,0.14656564593315125
22,0.14083917438983917
23,0.1355476975440979
24,0.1396803855895996
25,0.14268414676189423
26,0.1367940604686737
27,0.16914595663547516
28,0.18000642955303192
29,0.17553961277008057
30,0.17761044204235077
31,0.176532581448555
32,0.17995086312294006
33,0.16720950603485107
34,0.17684175074100494
35,0.1720869392156601
36,0.17804448306560516
37,0.17000308632850647
38,0.18600739538669586
39,0.18228425085544586
40,0.17830176651477814
41,0.18037745356559753
42,0.17660942673683167
43,0.17627881467342377
44,0.18428975343704224
45,0.17420166730880737
46,0.17697501182556152
47,0.1763291209936142
48,0.17335736751556396
49,0.17324921488761902
50,0.1803019642829895
51,0.17279048264026642
52,0.2455495297908783
53,0.24300897121429443
54,0.23979699611663818
55,0.2440282255411148
56,0.2506735324859619
57,0.2436436414718628
58,0.2265521138906479
59,0.24247655272483826
60,0.24241046607494354
61,0.24100536108016968
62,0.24026569724082947
63,0.24983225762844086
64,0.25080063939094543
65,0.23340199887752533
66,0.2242656648159027
67,0.23673167824745178
68,0.23530344665050507
69,0.23607540130615234
70,0.24592997133731842
71,0.24992768466472626
72,0.2406977415084839
73,0.24392451345920563
74,0.24548667669296265
75,0.24467824399471283
76,0.24049949645996094
77,0.3620704710483551
78,0.36853817105293274
79,0.3677438497543335
80,0.346150666475296
81,0.3784444332122803
82,0.36092105507850647
83,0.3728184103965759
84,0.37878862023353577
85,0.36274099349975586
86,0.348544180393219
87,0.3600824177265167
88,0.3648431599140167
89,0.3761931359767914
90,0.3704506456851959
91,0.35598236322402954
92,0.36167997121810913
93,0.36707019805908203
94,0.36979132890701294
95,0.3640073835849762
96,0.36829379200935364
97,0.36597204208374023
98,0.3879224359989166
99,0.3539603650569916
100,0.36846455931663513
101,0.3585168421268463
102,0.36386963725090027
103,0.3775923550128937
104,0.36222541332244873
105,0.3684631586074829
106,0.3793478310108185
107,0.3742693364620209
108,0.3700300455093384
109,0.36367011070251465
110,0.3601776659488678
111,0.3693862557411194
112,0.3695839047431946
113,0.36617788672447205
114,0.3535003066062927
115,0.36247342824935913
116,0.36625367403030396
117,0.3740234673023224
118,0.3920389413833618
119,0.36726880073547363
120,0.37792283296585083
121,0.393037885427475
122,0.3843781054019928
123,0.377993106842041
124,0.35491541028022766
125,0.37207430601119995
126,0.37395286560058594
127,0.47491058707237244
128,0.4636313319206238
129,0.486417680978775
130,0.5049735307693481
131,0.4947090148925781
132,0.5010896325111389
133,0.5162504315376282
134,0.48754414916038513
135,0.4854142367839813
136,0.5017604231834412
137,0.5013907551765442
138,0.4866601824760437
139,0.5071921348571777
140,0.49754008650779724
141,0.5013211965560913
142,0.48552700877189636
143,0.47512975335121155
144,0.49044275283813477
145,0.4946041703224182
146,0.4710645377635956
147,0.5034829378128052
148,0.5168903470039368
149,0.48033827543258667
150,0.4989970028400421
151,0.5051824450492859
152,0.5154629945755005
153,0.49996787309646606
154,0.5218920707702637
155,0.4871230721473694
156,0.5079787373542786
157,0.4965096116065979
158,0.47962895035743713
159,0.5132853984832764
160,0.497126042842865
161,0.5174466967582703
162,0.486011266708374
163,0.5160486698150635
164,0.5103951692581177
165,0.5123350620269775
166,0.4972907602787018
167,0.4907977879047394
168,0.48994821310043335
169,0.4876607656478882
170,0.48860231041908264
171,0.47768762707710266
172,0.5229032039642334
173,0.517784059047699
174,0.5350545048713684
175,0.5186326503753662
176,0.5162305235862732
177,0.7974320650100708
178,0.8098630309104919
179,0.8364112973213196
180,0.8486987948417664
181,0.8371818661689758
182,0.8650428652763367
183,0.8916816115379333
184,0.8923126459121704
185,0.8971429467201233
186,0.9157941937446594
187,0.9192734956741333
188,0.9432913064956665
189,0.9044505953788757
190,0.9133684635162354
191,0.9500592947006226
192,0.9306870698928833
193,0.8967856168746948
194,0.890929639339447
195,0.9037784337997437
196,0.9181902408599854
197,0.8883168697357178
198,0.902658998966217
199,0.889882504940033
200,0.8920429944992065
201,0.9496307969093323
202,0.9597787261009216
203,0.9142399430274963
204,0.9196566343307495
205,0.9155154824256897
206,0.9432843923568726
207,0.9117992520332336
208,0.9689491987228394
209,0.9425168633460999
210,0.9529911279678345
211,0.9293491244316101
212,0.951316237449646
213,0.9233924150466919
214,0.8881571292877197
215,0.9020470380783081
216,0.9007127285003662
217,0.9375160336494446
218,0.9506137371063232
219,0.9445044994354248
220,0.930584728717804
221,0.9481157064437866
222,0.9226721525192261
223,1.006296992301941
224,1.0061488151550293
225,0.9878632426261902
226,0.9271188974380493
227,0.9271188974380493
