,ad8.pdb,ad30.pdb,ad42.pdb,ad24.pdb,ad35.pdb,ad18.pdb,ad48.pdb,ad34.pdb,ad13.pdb,ad20.pdb,ad6.pdb,ad27.pdb,ad44.pdb,ad32.pdb,ad9.pdb,ad1.pdb,ad31.pdb,ad33.pdb,ad10.pdb,ad2.pdb,ad38.pdb,ad49.pdb,ad43.pdb,ad47.pdb,ad17.pdb,ad23.pdb,ad26.pdb,ad3.pdb,ad46.pdb,ad11.pdb,ad36.pdb,ad37.pdb,ad25.pdb,ad39.pdb,ad15.pdb,ad14.pdb,ad7.pdb,ad40.pdb,ad4.pdb,ad21.pdb,ad41.pdb,ad0.pdb,ad45.pdb,ad19.pdb,ad5.pdb,ad28.pdb,ad12.pdb,ad22.pdb,ad29.pdb,ad16.pdb
ad49.pdb,36.05426025390625,0.7022489309310913,28.49302864074707,34.942867279052734,5.701494216918945,34.735191345214844,10.53236198425293,40.41682052612305,31.85505485534668,3.381843090057373,35.01925277709961,35.414222717285156,0.3513539135456085,31.762683868408203,11.680703163146973,34.98729705810547,40.5025634765625,32.45818328857422,40.44111633300781,42.226409912109375,33.2084846496582,0.0,33.60519027709961,40.32289123535156,7.393793106079102,33.18715286254883,11.822415351867676,2.8120336532592773,3.957893133163452,34.2501220703125,31.596782684326172,42.12836456298828,1.2935444116592407,5.689970016479492,5.787203788757324,40.46568298339844,35.73096466064453,30.409772872924805,10.480752944946289,31.97458267211914,46.1422004699707,33.096473693847656,40.48340606689453,33.24992752075195,0.5886374115943909,40.57910919189453,33.234962463378906,28.54083251953125,0.5180729031562805,33.50011444091797
ad43.pdb,6.023444652557373,33.79077911376953,30.21971893310547,3.566713809967041,30.783527374267578,2.967531204223633,29.568178176879883,13.982809066772461,11.461019515991211,33.29829788208008,3.58616042137146,3.3512344360351562,33.88673400878906,11.82487964630127,30.701997756958008,3.6896841526031494,12.743963241577148,33.13029479980469,13.945436477661133,28.948877334594727,1.9634581804275513,33.60519027709961,0.0,14.256340026855469,30.109651565551758,0.9024043083190918,30.76580810546875,33.95281219482422,32.296287536621094,2.3393304347991943,28.18450927734375,28.955799102783203,33.729862213134766,30.844560623168945,31.019264221191406,14.418135643005371,6.239978313446045,29.48723030090332,29.718523025512695,12.130183219909668,27.96795082092285,1.062632441520691,14.223431587219238,0.9919112920761108,33.72606658935547,13.843103408813477,1.722943663597107,30.121265411376953,33.79337692260742,0.29694825410842896
ad47.pdb,14.454949378967285,40.46760177612305,31.388458251953125,12.9811372756958,36.58238220214844,13.832228660583496,38.03005599975586,0.5658676624298096,23.38979721069336,39.95912170410156,13.077096939086914,13.73157787322998,40.639137268066406,23.652353286743164,40.19720458984375,13.042143821716309,6.457584857940674,31.309951782226562,4.443593502044678,19.37077522277832,14.655190467834473,40.32289123535156,14.256340026855469,0.0,35.672916412353516,14.414085388183594,40.24771499633789,40.784183502197266,38.733238220214844,13.267890930175781,28.839609146118164,19.300861358642578,40.325008392333984,36.67253875732422,36.821434020996094,0.361104279756546,12.543397903442383,24.55839729309082,38.1119270324707,23.866497039794922,17.762784957885742,14.335301399230957,0.36369389295578003,14.321077346801758,40.40487289428711,4.685662269592285,14.387964248657227,31.355484008789062,40.49947738647461,14.253365516662598
ad17.pdb,32.71194839477539,7.632143974304199,26.339073181152344,31.48353385925293,3.1040701866149902,31.357250213623047,13.994007110595703,35.81039047241211,30.071407318115234,6.102285385131836,31.566911697387695,31.986522674560547,7.60045862197876,29.94277572631836,16.048025131225586,31.535152435302734,35.81446075439453,29.356155395507812,35.66120529174805,36.26084899902344,29.608617782592773,7.393793106079102,30.109651565551758,35.672916412353516,0.0,29.64168930053711,16.033071517944336,7.009490966796875,4.911715507507324,30.584745407104492,28.702354431152344,36.16274642944336,7.2187957763671875,2.9877703189849854,2.3099615573883057,35.797210693359375,32.58139419555664,24.51813507080078,13.9015531539917,30.197284698486328,40.819698333740234,29.528793334960938,35.84202575683594,29.700204849243164,7.456072807312012,35.82579040527344,29.642202377319336,26.378690719604492,7.607811450958252,29.968135833740234
ad23.pdb,6.3933844566345215,33.366851806640625,30.186290740966797,4.082620143890381,30.3349609375,3.4323086738586426,29.26375961303711,14.154007911682129,11.662463188171387,32.86068344116211,4.0960612297058105,3.7168447971343994,33.466949462890625,12.023324966430664,30.347909927368164,4.224015712738037,12.904118537902832,33.06936264038086,14.091957092285156,28.79302215576172,1.8077317476272583,33.18715286254883,0.9024043083190918,14.414085388183594,29.64168930053711,0.0,30.420503616333008,33.51742172241211,31.855640411376953,2.7434170246124268,28.237316131591797,28.805572509765625,33.304019927978516,30.39105224609375,30.5841121673584,14.578346252441406,6.8703813552856445,29.125511169433594,29.416227340698242,12.333696365356445,28.072614669799805,0.2662975490093231,14.389230728149414,0.3972736597061157,33.31208038330078,13.994543075561523,1.8468948602676392,30.09039306640625,33.3717041015625,0.7122000455856323
ad26.pdb,33.20905303955078,11.734894752502441,33.1069221496582,32.23698425292969,14.749629020690918,31.738380432128906,9.150609970092773,40.211143493652344,27.469154357910156,12.419388771057129,32.27952575683594,32.37155532836914,11.887454986572266,27.256994247436523,1.8218352794647217,32.272953033447266,39.934635162353516,38.06769561767578,40.19001007080078,46.853824615478516,30.30864906311035,11.822415351867676,30.76580810546875,40.24771499633789,16.033071517944336,30.420503616333008,0.0,12.26034927368164,13.017385482788086,31.57900047302246,35.51416015625,46.77349853515625,12.545424461364746,14.97156047821045,15.124554634094238,40.427146911621094,32.82078552246094,36.60280990600586,9.371033668518066,27.44886016845703,49.5317497253418,30.387638092041016,40.35966873168945,30.474843978881836,11.752676010131836,40.26784133911133,30.37717628479004,33.114288330078125,11.766295433044434,30.70606231689453
ad3.pdb,36.5706901550293,2.9137110710144043,29.38494300842285,35.40924835205078,5.40983772277832,35.15873718261719,11.375263214111328,40.87651443481445,32.28786849975586,2.122706651687622,35.48294448852539,35.85751724243164,2.76041316986084,32.182861328125,12.133044242858887,35.45111846923828,40.963096618652344,33.224632263183594,40.890052795410156,42.67974853515625,33.5319938659668,2.8120336532592773,33.95281219482422,40.784183502197266,7.009490966796875,33.51742172241211,12.26034927368164,0.0,3.1574206352233887,34.61265563964844,32.35016632080078,42.58274459838867,3.069767951965332,5.3641815185546875,5.387018203735352,40.92937469482422,36.270713806152344,30.643108367919922,11.238194465637207,32.400062561035156,46.74419403076172,33.42992401123047,40.944061279296875,33.57764434814453,2.880648612976074,41.03491973876953,33.569095611572266,29.427356719970703,2.85091233253479,33.837615966796875
ad46.pdb,34.88543701171875,4.054360866546631,28.099462509155273,33.58684539794922,2.9692561626434326,33.391849517822266,11.72849178314209,38.84455108642578,31.145761489868164,1.558052659034729,33.66291427612305,34.07065200805664,4.086528778076172,30.98175048828125,13.061394691467285,33.62874984741211,38.87129211425781,31.781463623046875,38.74769592285156,40.365928649902344,31.791269302368164,3.957893133163452,32.296287536621094,38.733238220214844,4.911715507507324,31.855640411376953,13.017385482788086,3.1574206352233887,0.0,32.807952880859375,30.837961196899414,40.243953704833984,4.123800754547119,3.261630058288574,3.462185859680176,38.870147705078125,34.572025299072266,28.457714080810547,11.635160446166992,31.21232032775879,44.504493713378906,31.763792037963867,38.897151947021484,31.903453826904297,4.040379047393799,38.89546585083008,31.825969696044922,28.140029907226562,4.02511739730835,32.17633056640625
ad11.pdb,5.772548198699951,34.43230056762695,30.07558250427246,2.3546838760375977,31.245698928833008,2.164970874786377,30.235450744628906,13.008829116821289,12.164728164672852,33.84245681762695,2.4034950733184814,2.662605047225952,34.535423278808594,12.295475959777832,31.598318099975586,2.4620919227600098,11.680885314941406,32.87877655029297,12.829278945922852,28.14190673828125,2.205122709274292,34.2501220703125,2.3393304347991943,13.267890930175781,30.584745407104492,2.7434170246124268,31.57900047302246,34.61265563964844,32.807952880859375,0.0,27.843101501464844,28.133281707763672,34.371238708496094,31.348102569580078,31.51265525817871,13.415631294250488,5.43574333190918,29.16920280456543,30.381980895996094,12.598825454711914,26.90989112854004,2.8369619846343994,13.23497486114502,2.5876827239990234,34.365116119384766,12.709704399108887,1.7900803089141846,29.97771453857422,34.43524169921875,2.373358726501465
ad36.pdb,28.83481216430664,31.95594596862793,5.602954387664795,27.7883243560791,28.541906356811523,28.482666015625,27.90454864501953,28.936084747314453,25.617088317871094,31.769559860229492,27.918535232543945,29.384429931640625,31.77440071105957,25.593101501464844,35.547054290771484,27.783578872680664,31.053972244262695,10.367911338806152,30.826141357421875,28.58857536315918,28.284740447998047,31.596782684326172,28.18450927734375,28.839609146118164,28.702354431152344,28.237316131591797,35.51416015625,32.35016632080078,30.837961196899414,27.843101501464844,0.0,28.81498908996582,30.938610076904297,28.53227424621582,28.517292022705078,28.865192413330078,27.544992446899414,28.760940551757812,27.815675735473633,25.629528045654297,24.874244689941406,28.158105850219727,28.941003799438477,28.288585662841797,31.843158721923828,30.935588836669922,28.062936782836914,5.4166483879089355,31.896238327026367,28.167266845703125
