Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
18 4 -6.051315 0.0 -24.8378 6.26854 -10.8491 243.255 -1619.2 243.321 -1615.75 0.0 243.321 -1615.75 22.3362 -24.8378 -1374.9305 22.237 22.237
18 5 -5.9494367 0.0 -23.1194 6.31303 -10.8945 243.255 -1619.2 243.251 -1616.61 0.0 243.251 -1616.61 22.3936 -23.1194 -1374.0848 22.7858 22.7858
18 6 -5.863505 0.0 -23.31 6.32908 -10.7585 243.255 -1619.2 242.882 -1614.18 0.0 242.882 -1614.18 22.2825 -23.31 -1372.3256 24.0298 24.0298
18 7 -5.866065 0.0 -23.9137 6.29482 -10.682 243.255 -1619.2 242.497 -1612.67 0.0 242.497 -1612.67 22.1109 -23.9137 -1371.976 23.3028 23.3028
19 0 -6.126251 0.0 -25.0188 6.31384 -10.6524 243.255 -1619.2 243.4 -1616.55 0.0 243.4 -1616.55 22.5086 -25.0188 -1375.6603 23.6912 23.6912
19 1 -5.995894 0.0 -23.0026 6.3168 -10.6517 243.255 -1619.2 243.535 -1617.74 0.0 243.535 -1617.74 22.1867 -23.0026 -1375.0209 24.5208 24.5208
19 2 -5.9662414 0.0 -23.1161 6.27632 -10.9159 243.255 -1619.2 242.709 -1616.13 0.0 242.709 -1616.13 22.581 -23.1161 -1373.9562 23.5416 23.5416
19 3 -5.9230933 0.0 -23.2886 6.2694 -10.8388 243.255 -1619.2 242.656 -1615.01 0.0 242.656 -1615.01 22.3203 -23.2886 -1373.3223 24.0449 24.0449
19 4 -5.9584856 0.0 -23.0615 6.38581 -10.9913 243.255 -1619.2 242.823 -1616.17 0.0 242.823 -1616.17 23.3409 -23.0615 -1373.0676 24.3501 24.3501
19 5 -5.940764 0.0 -23.7803 6.39253 -10.9832 243.255 -1619.2 242.913 -1614.89 0.0 242.913 -1614.89 23.0895 -23.7803 -1372.6678 24.6374 24.6374
19 6 -5.8794637 0.0 -23.293 6.34001 -10.9505 243.255 -1619.2 242.997 -1614.82 0.0 242.997 -1614.82 22.4669 -23.293 -1372.649 24.599 24.599
19 7 -5.8404274 0.0 -23.1745 6.38117 -10.8331 243.255 -1619.2 243.046 -1614.26 0.0 243.046 -1614.26 22.692 -23.1745 -1371.6965 25.4842 25.4842
20 0 -6.635847 0.0 -38.0768 6.296 -10.5696 243.255 -1619.2 241.364 -1601.49 0.0 241.364 -1601.49 22.6374 -38.0768 -1375.5654 14.4116 14.4116
20 1 -6.6251907 0.0 -38.1989 6.29835 -10.5526 243.255 -1619.2 241.321 -1601.04 0.0 241.321 -1601.04 22.6305 -38.1989 -1375.2874 14.3812 14.3812
20 2 -6.5801096 0.0 -36.0458 6.29986 -10.5885 243.255 -1619.2 241.57 -1604.05 0.0 241.57 -1604.05 23.4913 -36.0458 -1375.0344 16.6215 16.6215
20 3 -6.570194 0.0 -38.9205 6.31391 -10.476 243.255 -1619.2 241.227 -1598.78 0.0 241.227 -1598.78 23.0091 -38.9205 -1373.4644 14.8191 14.8191
20 4 -6.6551075 0.0 -40.1946 6.23166 -10.4474 243.255 -1619.2 241.268 -1598.36 0.0 241.268 -1598.36 24.5074 -40.1946 -1372.7793 17.2667 17.2667
20 5 -6.6458187 0.0 -40.0107 6.23027 -10.4466 243.255 -1619.2 241.272 -1598.5 0.0 241.272 -1598.5 24.47 -40.0107 -1372.7687 17.2765 17.2765
20 6 -6.688164 0.0 -41.437 6.44972 -10.8356 243.255 -1619.2 241.468 -1597.34 0.0 241.468 -1597.34 25.6852 -41.437 -1371.6238 17.1702 17.1702
20 7 -5.8261127 0.0 -28.5384 6.28601 -10.7868 243.255 -1619.2 241.218 -1603.01 0.0 241.218 -1603.01 23.0968 -28.5384 -1367.2336 18.2032 18.2032
21 0 -6.1901016 0.0 -27.1478 6.32035 -10.9282 243.255 -1619.2 242.806 -1613.65 0.0 242.806 -1613.65 22.4587 -27.1478 -1375.5331 23.177 23.177
21 1 -6.1426845 0.0 -26.7843 6.31085 -10.9319 243.255 -1619.2 242.686 -1613.27 0.0 242.686 -1613.27 22.2784 -26.7843 -1375.0898 22.3471 22.3471
21 2 -6.136895 0.0 -26.9416 6.31537 -10.9408 243.255 -1619.2 242.638 -1612.86 0.0 242.638 -1612.86 22.332 -26.9416 -1374.8315 22.4522 22.4522
21 3 -6.2183967 0.0 -27.6862 6.3772 -10.8125 243.255 -1619.2 242.75 -1612.99 0.0 242.75 -1612.99 23.3128 -27.6862 -1374.6134 24.5806 24.5806
22 0 -6.3000855 0.0 -29.4087 6.31215 -10.6087 243.255 -1619.2 242.356 -1610.95 0.0 242.356 -1610.95 22.5458 -29.4087 -1375.4569 20.9981 20.9981
23 0 -5.9946847 0.0 -22.1064 6.29321 -10.9648 243.255 -1619.2 243.04 -1618.69 0.0 243.04 -1618.69 22.3992 -22.1064 -1375.357 26.0753 26.0753
23 1 -5.9946847 0.0 -22.1064 6.29321 -10.9648 243.255 -1619.2 243.04 -1618.69 0.0 243.04 -1618.69 22.3992 -22.1064 -1375.357 26.0753 26.0753
23 2 -5.984557 0.0 -22.0767 6.29 -10.9538 243.255 -1619.2 243.076 -1618.62 0.0 243.076 -1618.62 22.3954 -22.0767 -1375.2252 26.0481 26.0481
23 3 -5.984557 0.0 -22.0767 6.29 -10.9538 243.255 -1619.2 243.076 -1618.62 0.0 243.076 -1618.62 22.3954 -22.0767 -1375.2252 26.0481 26.0481
23 4 -5.9778686 0.0 -22.0262 6.29017 -10.9521 243.255 -1619.2 243.091 -1618.61 0.0 243.091 -1618.61 22.3925 -22.0262 -1375.1526 26.0737 26.0737
23 5 -5.9778686 0.0 -22.0262 6.29017 -10.9521 243.255 -1619.2 243.091 -1618.61 0.0 243.091 -1618.61 22.3925 -22.0262 -1375.1526 26.0737 26.0737
23 6 -5.9778686 0.0 -22.0262 6.29017 -10.9521 243.255 -1619.2 243.091 -1618.61 0.0 243.091 -1618.61 22.3925 -22.0262 -1375.1526 26.0737 26.0737
23 7 -5.9778686 0.0 -22.0262 6.29017 -10.9521 243.255 -1619.2 243.091 -1618.61 0.0 243.091 -1618.61 22.3925 -22.0262 -1375.1526 26.0737 26.0737
24 0 -6.562256 0.0 -36.701 6.3615 -10.9851 243.255 -1619.2 241.999 -1603.71 0.0 241.999 -1603.71 23.2101 -36.701 -1375.2018 15.5906 15.5906
25 0 -5.9184546 0.0 -19.8901 6.27462 -10.8937 243.255 -1619.2 243.229 -1621.12 0.0 243.229 -1621.12 22.6123 -19.8901 -1375.1688 26.8175 26.8175
25 1 -5.931509 0.0 -19.9713 6.27584 -10.8854 243.255 -1619.2 243.237 -1621.21 0.0 243.237 -1621.21 22.8144 -19.9713 -1375.1299 26.9891 26.9891
25 2 -5.902225 0.0 -19.8749 6.27043 -10.8829 243.255 -1619.2 243.207 -1620.84 0.0 243.207 -1620.84 22.4609 -19.8749 -1375.0469 27.0205 27.0205
25 3 -5.902225 0.0 -19.8749 6.27043 -10.8829 243.255 -1619.2 243.207 -1620.84 0.0 243.207 -1620.84 22.4609 -19.8749 -1375.0469 27.0205 27.0205
25 4 -5.7589006 0.0 -20.3569 6.29013 -10.6471 243.255 -1619.2 242.918 -1617.04 0.0 242.918 -1617.04 22.1649 -20.3569 -1372.3141 26.9585 26.9585
25 5 -5.717149 0.0 -19.7374 6.29689 -10.643 243.255 -1619.2 242.911 -1617.29 0.0 242.911 -1617.29 22.1188 -19.7374 -1371.9977 27.0537 27.0537
26 0 -5.9764624 0.0 -21.741 6.29734 -10.6304 243.255 -1619.2 243.34 -1619.08 0.0 243.34 -1619.08 22.3206 -21.741 -1375.1604 26.2323 26.2323
26 1 -5.917079 0.0 -21.568 6.28984 -10.6129 243.255 -1619.2 243.294 -1618.3 0.0 243.294 -1618.3 22.0231 -21.568 -1374.551 26.39 26.39
27 0 -6.044182 0.0 -23.2464 6.28954 -10.6594 243.255 -1619.2 243.042 -1617.44 0.0 243.042 -1617.44 22.5582 -23.2464 -1375.0862 23.448 23.448
27 1 -6.023137 0.0 -23.0214 6.29098 -10.6661 243.255 -1619.2 243.056 -1617.47 0.0 243.056 -1617.47 22.4326 -23.0214 -1375.0027 23.4816 23.4816
27 2 -6.023137 0.0 -23.0214 6.29098 -10.6661 243.255 -1619.2 243.056 -1617.47 0.0 243.056 -1617.47 22.4326 -23.0214 -1375.0027 23.4816 23.4816
27 3 -6.0270505 0.0 -23.0668 6.29438 -10.663 243.255 -1619.2 243.046 -1617.44 0.0 243.046 -1617.44 22.4654 -23.0668 -1374.9954 23.4784 23.4784
27 4 -6.0270505 0.0 -23.0668 6.29438 -10.663 243.255 -1619.2 243.046 -1617.44 0.0 243.046 -1617.44 22.4654 -23.0668 -1374.9954 23.4784 23.4784
27 5 -5.819982 0.0 -22.1442 6.28798 -10.9267 243.255 -1619.2 242.932 -1615.58 0.0 242.932 -1615.58 22.5503 -22.1442 -1372.2418 23.6366 23.6366
27 6 -5.4556904 0.0 -17.5801 6.3904 -10.9043 243.255 -1619.2 242.588 -1615.97 0.0 242.588 -1615.97 26.673 -17.5801 -1364.2891 31.8507 31.8507
28 0 -5.98807 0.0 -22.2094 6.30046 -10.9419 243.255 -1619.2 243.028 -1618.37 0.0 243.028 -1618.37 22.5389 -22.2094 -1375.0126 26.3327 26.3327
28 1 -5.98807 0.0 -22.2094 6.30046 -10.9419 243.255 -1619.2 243.028 -1618.37 0.0 243.028 -1618.37 22.5389 -22.2094 -1375.0126 26.3327 26.3327
28 2 -5.972089 0.0 -22.2189 6.30125 -10.9515 243.255 -1619.2 243.091 -1618.2 0.0 243.091 -1618.2 22.5776 -22.2189 -1374.7502 26.2908 26.2908
28 3 -5.972089 0.0 -22.2189 6.30125 -10.9515 243.255 -1619.2 243.091 -1618.2 0.0 243.091 -1618.2 22.5776 -22.2189 -1374.7502 26.2908 26.2908
28 4 -5.9455886 0.0 -22.3305 6.27854 -10.9652 243.255 -1619.2 243.38 -1618.09 0.0 243.38 -1618.09 22.7489 -22.3305 -1374.2915 26.0096 26.0096
28 5 -5.9455886 0.0 -22.3305 6.27854 -10.9652 243.255 -1619.2 243.38 -1618.09 0.0 243.38 -1618.09 22.7489 -22.3305 -1374.2915 26.0096 26.0096
28 6 -5.9455886 0.0 -22.3305 6.27854 -10.9652 243.255 -1619.2 243.38 -1618.09 0.0 243.38 -1618.09 22.7489 -22.3305 -1374.2915 26.0096 26.0096
28 7 -5.9455886 0.0 -22.3305 6.27854 -10.9652 243.255 -1619.2 243.38 -1618.09 0.0 243.38 -1618.09 22.7489 -22.3305 -1374.2915 26.0096 26.0096
29 0 -6.1829553 0.0 -28.6098 6.29602 -10.9825 243.255 -1619.2 243.566 -1612.54 0.0 243.566 -1612.54 22.6092 -28.6098 -1374.9746 24.3446 24.3446
29 1 -6.1829553 0.0 -28.6098 6.29602 -10.9825 243.255 -1619.2 243.566 -1612.54 0.0 243.566 -1612.54 22.6092 -28.6098 -1374.9746 24.3446 24.3446
29 2 -6.1829553 0.0 -28.6098 6.29602 -10.9825 243.255 -1619.2 243.566 -1612.54 0.0 243.566 -1612.54 22.6092 -28.6098 -1374.9746 24.3446 24.3446
29 3 -6.1777143 0.0 -28.5868 6.30033 -10.9975 243.255 -1619.2 243.593 -1612.54 0.0 243.593 -1612.54 22.5648 -28.5868 -1374.969 24.3206 24.3206
29 4 -6.1777143 0.0 -28.5868 6.30033 -10.9975 243.255 -1619.2 243.593 -1612.54 0.0 243.593 -1612.54 22.5648 -28.5868 -1374.969 24.3206 24.3206
29 5 -6.1444445 0.0 -28.5782 6.26619 -10.8989 243.255 -1619.2 243.694 -1612.12 0.0 243.694 -1612.12 22.3863 -28.5782 -1374.6179 24.7265 24.7265
29 6 -6.1444445 0.0 -28.5782 6.26619 -10.8989 243.255 -1619.2 243.694 -1612.12 0.0 243.694 -1612.12 22.3863 -28.5782 -1374.6179 24.7265 24.7265
29 7 -6.1444445 0.0 -28.5782 6.26619 -10.8989 243.255 -1619.2 243.694 -1612.12 0.0 243.694 -1612.12 22.3863 -28.5782 -1374.6179 24.7265 24.7265
30 0 -6.030917 0.0 -23.9763 6.3195 -10.9186 243.255 -1619.2 242.914 -1616.11 0.0 242.914 -1616.11 22.3146 -23.9763 -1374.8577 23.1615 23.1615
30 1 -6.0297036 0.0 -23.9577 6.31849 -10.9166 243.255 -1619.2 242.915 -1616.12 0.0 242.915 -1616.12 22.3107 -23.9577 -1374.8519 23.1581 23.1581
30 2 -5.953274 0.0 -22.891 6.34148 -10.6788 243.255 -1619.2 243.163 -1616.63 0.0 243.163 -1616.63 22.3619 -22.891 -1373.9961 24.3415 24.3415
30 3 -5.956285 0.0 -22.9302 6.34329 -10.6829 243.255 -1619.2 243.176 -1616.64 0.0 243.176 -1616.64 22.3983 -22.9302 -1373.9958 24.3727 24.3727
30 4 -5.952153 0.0 -22.8858 6.34478 -10.6826 243.255 -1619.2 243.164 -1616.62 0.0 243.164 -1616.62 22.3755 -22.8858 -1373.9663 24.3362 24.3362
30 5 -5.550847 0.0 -14.7609 6.22957 -10.8493 243.255 -1619.2 243.108 -1622.88 0.0 243.108 -1622.88 22.6877 -14.7609 -1371.8452 25.9931 25.9931
30 6 -5.693726 0.0 -18.9774 6.35787 -10.6825 243.255 -1619.2 243.385 -1618.76 0.0 243.385 -1618.76 23.073 -18.9774 -1371.2794 27.9816 27.9816
31 0 -5.933422 0.0 -21.2536 6.29373 -10.8576 243.255 -1619.2 243.06 -1618.93 0.0 243.06 -1618.93 22.3975 -21.2536 -1374.7261 27.8552 27.8552
31 1 -5.933422 0.0 -21.2536 6.29373 -10.8576 243.255 -1619.2 243.06 -1618.93 0.0 243.06 -1618.93 22.3975 -21.2536 -1374.7261 27.8552 27.8552
31 2 -5.933422 0.0 -21.2536 6.29373 -10.8576 243.255 -1619.2 243.06 -1618.93 0.0 243.06 -1618.93 22.3975 -21.2536 -1374.7261 27.8552 27.8552
31 3 -5.9291644 0.0 -21.243 6.29205 -10.8499 243.255 -1619.2 243.13 -1618.98 0.0 243.13 -1618.98 22.4624 -21.243 -1374.6306 27.9408 27.9408
31 4 -5.9291644 0.0 -21.243 6.29205 -10.8499 243.255 -1619.2 243.13 -1618.98 0.0 243.13 -1618.98 22.4624 -21.243 -1374.6306 27.9408 27.9408
31 5 -5.9358945 0.0 -21.2836 6.30241 -10.8542 243.255 -1619.2 243.12 -1619.0 0.0 243.12 -1619.0 22.5347 -21.2836 -1374.6289 27.9094 27.9094
31 6 -5.9358945 0.0 -21.2836 6.30241 -10.8542 243.255 -1619.2 243.12 -1619.0 0.0 243.12 -1619.0 22.5347 -21.2836 -1374.6289 27.9094 27.9094
31 7 -5.9358945 0.0 -21.2836 6.30241 -10.8542 243.255 -1619.2 243.12 -1619.0 0.0 243.12 -1619.0 22.5347 -21.2836 -1374.6289 27.9094 27.9094
32 0 -6.53322 0.0 -36.6418 6.30285 -10.9111 243.255 -1619.2 242.65 -1604.35 0.0 242.65 -1604.35 23.7686 -36.6418 -1374.5731 19.3801 19.3801
32 1 -6.2296414 0.0 -32.5488 6.27294 -10.9053 243.255 -1619.2 242.775 -1605.95 0.0 242.775 -1605.95 23.1629 -32.5488 -1372.5608 21.0821 21.0821
33 0 -5.825607 0.0 -18.4892 6.33172 -10.619 243.255 -1619.2 244.073 -1622.71 0.0 244.073 -1622.71 22.9622 -18.4892 -1374.164 27.338 27.338
33 1 -5.8264647 0.0 -18.4831 6.33666 -10.6263 243.255 -1619.2 244.071 -1622.73 0.0 244.071 -1622.73 23.0467 -18.4831 -1374.0953 27.3546 27.3546
33 2 -5.8058877 0.0 -18.2451 6.33579 -10.6379 243.255 -1619.2 244.081 -1622.79 0.0 244.081 -1622.79 22.9563 -18.2451 -1373.9978 27.44 27.44
33 3 -5.804574 0.0 -18.2132 6.33048 -10.6234 243.255 -1619.2 244.08 -1622.81 0.0 244.08 -1622.81 22.998 -18.2132 -1373.9453 27.4179 27.4179
33 4 -5.7655754 0.0 -19.0431 6.30676 -10.891 243.255 -1619.2 244.019 -1621.1 0.0 244.019 -1621.1 22.8035 -19.0431 -1373.3206 27.8104 27.8104
33 5 -5.709239 0.0 -18.7523 6.26257 -10.8663 243.255 -1619.2 244.095 -1620.79 0.0 244.095 -1620.79 22.2946 -18.7523 -1373.1527 28.3952 28.3952
33 6 -5.4627166 0.0 -15.5375 6.22267 -10.4533 243.255 -1619.2 244.121 -1621.42 0.0 244.121 -1621.42 22.4638 -15.5375 -1370.3728 29.7629 29.7629
33 7 -5.3753304 0.0 -14.7254 6.24192 -10.4681 243.255 -1619.2 243.99 -1621.03 0.0 243.99 -1621.03 22.3158 -14.7254 -1369.4496 30.1151 30.1151
34 0 -6.129348 0.0 -28.5955 6.26939 -10.9368 243.255 -1619.2 243.552 -1611.66 0.0 243.552 -1611.66 22.5686 -28.5955 -1374.1349 21.955 21.955
34 1 -6.132285 0.0 -28.85 6.27997 -10.9357 243.255 -1619.2 243.515 -1611.24 0.0 243.515 -1611.24 22.5017 -28.85 -1374.0732 21.9617 21.9617
34 2 -6.12763 0.0 -28.7759 6.28001 -10.9388 243.255 -1619.2 243.527 -1611.3 0.0 243.527 -1611.3 22.4975 -28.7759 -1374.0515 21.9554 21.9554
34 3 -6.128921 0.0 -28.8941 6.2849 -10.9329 243.255 -1619.2 243.485 -1611.06 0.0 243.485 -1611.06 22.4356 -28.8941 -1374.0336 22.0093 22.0093
34 4 -6.1178203 0.0 -28.4422 6.27573 -10.9516 243.255 -1619.2 243.582 -1611.76 0.0 243.582 -1611.76 22.6501 -28.4422 -1373.9701 21.9693 21.9693
34 5 -5.998853 0.0 -27.1106 6.27375 -10.9567 243.255 -1619.2 243.645 -1611.98 0.0 243.645 -1611.98 22.5998 -27.1106 -1372.8457 22.3496 22.3496
34 6 -5.998853 0.0 -27.1106 6.27375 -10.9567 243.255 -1619.2 243.645 -1611.98 0.0 243.645 -1611.98 22.5998 -27.1106 -1372.8457 22.3496 22.3496
34 7 -5.992399 0.0 -27.0495 6.27293 -10.9596 243.255 -1619.2 243.63 -1611.95 0.0 243.63 -1611.95 22.6228 -27.0495 -1372.7467 22.363 22.363
35 0 -6.446671 0.0 -34.6372 6.40913 -10.9224 243.255 -1619.2 241.504 -1604.11 0.0 241.504 -1604.11 23.6586 -34.6372 -1373.5846 15.4859 15.4859
35 1 -6.613757 0.0 -40.0837 6.35535 -10.9348 243.255 -1619.2 241.629 -1598.71 0.0 241.629 -1598.71 24.2234 -40.0837 -1372.9413 17.4044 17.4044
36 0 -5.743114 0.0 -17.7272 6.32279 -10.668 243.255 -1619.2 242.965 -1620.89 0.0 242.965 -1620.89 22.2097 -17.7272 -1373.4425 29.2916 29.2916
36 1 -5.754558 0.0 -17.9665 6.354 -10.7483 243.255 -1619.2 242.862 -1620.58 0.0 242.862 -1620.58 22.6458 -17.9665 -1373.0386 29.0658 29.0658
37 0 -6.2114086 0.0 -30.981 6.31069 -10.7525 243.255 -1619.2 242.397 -1607.28 0.0 242.397 -1607.28 22.8298 -30.981 -1373.0343 22.6476 22.6476
38 0 -5.830068 0.0 -23.2854 6.25653 -10.5629 243.255 -1619.2 242.799 -1613.46 0.0 242.799 -1613.46 22.1701 -23.2854 -1371.7764 22.5128 22.5128
38 1 -5.819583 0.0 -23.9692 6.24719 -10.5469 243.255 -1619.2 242.579 -1611.89 0.0 242.579 -1611.89 22.3233 -23.9692 -1370.9569 22.1697 22.1697
38 2 -5.4968786 0.0 -21.2708 6.26911 -10.8814 243.255 -1619.2 242.431 -1610.86 0.0 242.431 -1610.86 22.386 -21.2708 -1367.3137 23.3249 23.3249
39 0 -5.6486206 0.0 -21.0978 6.27025 -10.8735 243.255 -1619.2 243.235 -1614.84 0.0 243.235 -1614.84 22.3696 -21.0978 -1370.3331 27.0534 27.0534
39 1 -5.568843 0.0 -20.266 6.32528 -10.6631 243.255 -1619.2 243.166 -1614.42 0.0 243.166 -1614.42 22.1136 -20.266 -1369.4064 26.3763 26.3763
40 0 -6.899342 0.0 -45.7406 6.46622 -15.0585 243.255 -1619.2 241.115 -1597.79 0.0 241.115 -1597.79 32.7122 -45.7406 -1369.7035 15.9229 15.9229
40 1 -6.174692 0.0 -30.5788 6.49657 -10.9016 243.255 -1619.2 241.062 -1605.1 0.0 241.062 -1605.1 27.3004 -30.5788 -1367.3164 19.0753 19.0753
41 0 -5.343536 0.0 -13.8856 6.33546 -10.6492 243.255 -1619.2 243.288 -1620.76 0.0 243.288 -1620.76 23.8261 -13.8856 -1367.5315 29.3848 29.3848
