TS,BOND,ANGLE,DIHED,IMPRP,ELECT,VDW,BOUNDARY,MISC,KINETIC,TOTAL,TEMP,POTENTIAL,TOTAL3,TEMPAVG,PRESSURE,GPRESSURE,VOLUME,PRESSAVG,GPRESSAVG
125000,12549.8790,67832.9553,45129.6662,604.9009,-1194891.0185,67951.3913,0.0000,0.0000,264112.3693,-736709.8564,303.3297,-1000822.2257,-735327.5407,302.5954,19.6333,19.0026,4052966.2979,1.3416,1.3334
130000,12423.5266,67807.9586,45016.0731,590.7721,-1197833.9719,69941.7719,0.0000,0.0000,263257.9832,-738795.8864,302.3484,-1002053.8696,-737452.7717,302.3015,92.1166,90.8122,4053011.0078,0.4856,0.4818
135000,12424.2372,68324.3023,45076.9304,591.6172,-1195538.1631,68949.9816,0.0000,0.0000,263198.4547,-736972.6396,302.2801,-1000171.0944,-735578.4677,302.4857,-49.0787,-48.8206,4059939.0856,0.7803,0.7688
140000,12618.8549,68098.8495,44920.4608,622.1957,-1195201.1635,68072.1694,0.0000,0.0000,262892.3484,-737976.2849,301.9285,-1000868.6333,-736625.1306,302.7668,-14.3462,-15.8047,4053958.3166,1.0403,1.0415
145000,12585.7105,68240.0110,45045.4290,585.6191,-1198111.2755,70041.9517,0.0000,0.0000,261858.4109,-739754.1433,300.7410,-1001612.5542,-738397.3029,302.4497,62.3906,63.7492,4052941.0260,1.6298,1.6193
150000,12586.3808,67932.8695,45107.9930,638.6376,-1197513.8207,69300.8010,0.0000,0.0000,263477.9179,-738469.2208,302.6010,-1001947.1388,-737082.5144,302.2395,128.8498,126.0653,4050290.4467,0.5222,0.5058
155000,12417.9863,68321.1607,45072.9888,622.2741,-1197044.1343,68898.9990,0.0000,0.0000,262753.5863,-738957.1390,301.7691,-1001710.7253,-737588.0339,302.1404,57.0707,55.2999,4053143.8865,1.7467,1.7398
160000,12494.2497,68067.4551,45024.4302,602.9517,-1195630.7854,68419.9117,0.0000,0.0000,263521.5562,-737500.2309,302.6511,-1001021.7870,-736124.3614,302.1367,-166.8021,-166.3757,4058318.3591,1.6577,1.6443
165000,12566.1097,68221.3105,44998.0098,600.8624,-1194132.9117,67333.0599,0.0000,0.0000,262920.0397,-737493.5198,301.9603,-1000413.5595,-736116.5810,302.3668,-161.9303,-160.5785,4058746.0171,0.4057,0.4151
170000,12332.1727,68337.4089,45062.9720,600.7422,-1195387.9354,68134.2480,0.0000,0.0000,263130.3711,-737790.0205,302.2019,-1000920.3916,-736400.7806,302.4391,-50.2870,-48.4955,4053382.3203,1.0808,1.0941
175000,12398.6472,67653.6257,45119.7025,599.7490,-1195275.1375,67996.0919,0.0000,0.0000,262343.7828,-739163.5383,301.2985,-1001507.3211,-737776.5529,301.9840,-55.7483,-55.2321,4058647.1075,1.0332,1.0279
180000,12450.4051,67965.4513,45085.6126,602.3367,-1195384.8995,68479.4948,0.0000,0.0000,263875.1857,-736926.4132,303.0573,-1000801.5990,-735560.1607,302.2615,-49.7817,-48.5981,4059920.3610,1.2448,1.2443
185000,12291.9754,68136.0777,44976.7048,567.2236,-1196137.4873,68718.5936,0.0000,0.0000,263164.8166,-738282.0956,302.2414,-1001446.9122,-736902.8212,302.4949,6.0162,6.0086,4056480.4856,1.5317,1.5396
190000,12365.6192,68201.0688,45091.8275,587.4381,-1196159.0853,68893.3957,0.0000,0.0000,263203.0015,-737816.7345,302.2853,-1001019.7360,-736433.3556,302.3245,-33.2898,-32.0800,4062269.8620,1.9183,1.9254
195000,12529.7680,68038.7275,45239.2958,615.5107,-1195436.5291,68033.8046,0.0000,0.0000,262921.8748,-738057.5478,301.9624,-1000979.4226,-736677.7976,302.4220,-114.7646,-116.2790,4063192.9813,0.8009,0.8138
200000,12531.7857,68237.6474,45191.9992,623.1444,-1196398.2415,68510.9920,0.0000,0.0000,263117.0318,-738185.6409,302.1866,-1001302.6728,-736821.3423,302.1408,-24.1129,-26.9636,4054774.6969,1.3098,1.3145
205000,12472.7220,68045.4101,44992.1268,623.7576,-1197518.6302,69588.5954,0.0000,0.0000,263902.3034,-737893.7150,303.0884,-1001796.0184,-736517.3536,302.0854,65.3650,65.5026,4051940.6954,0.6910,0.6918
210000,12447.8931,68208.7493,44983.1011,630.1887,-1196848.4565,68680.4327,0.0000,0.0000,262653.6947,-739244.3968,301.6544,-1001898.0915,-737886.6948,302.1894,34.1352,34.9977,4053138.2596,1.3326,1.3302
215000,12566.0173,68408.2016,44976.6365,657.9096,-1196105.8136,68752.9861,0.0000,0.0000,263510.1292,-737233.9334,302.6380,-1000744.0626,-735879.9582,302.2145,-111.1935,-109.3068,4063540.0395,0.9390,0.9408
220000,12459.7396,67712.9833,45069.3325,589.8331,-1195855.0073,68492.9179,0.0000,0.0000,262913.6506,-738616.5503,301.9530,-1001530.2009,-737234.8690,302.4594,-48.0760,-50.6808,4058277.1197,0.6746,0.6838
225000,12535.0484,68144.7104,45195.5069,633.9500,-1197289.4884,69280.8575,0.0000,0.0000,262818.3924,-738681.0228,301.8436,-1001499.4152,-737317.6451,302.0618,-51.2681,-51.3089,4055451.0740,1.2831,1.2675
230000,12431.3762,67952.6139,45068.4595,605.8604,-1196549.3452,68983.2152,0.0000,0.0000,263077.7997,-738430.0204,302.1415,-1001507.8201,-737069.0551,302.2193,-57.9770,-59.8103,4058522.4055,0.6631,0.6737
235000,12635.4639,67523.1574,45132.4667,607.7280,-1195566.3313,68389.7088,0.0000,0.0000,263536.9183,-737740.8882,302.6688,-1001277.8065,-736347.0355,302.3064,-36.1282,-34.7437,4058353.4479,0.5727,0.5799
240000,12448.2787,68213.7221,45222.9605,624.8155,-1196718.9281,68730.5958,0.0000,0.0000,263030.3073,-738448.2481,302.0870,-1001478.5554,-737091.7405,302.4526,-44.1735,-45.6705,4052807.5209,1.1752,1.1818
245000,12549.4573,67918.0578,45104.6274,593.1752,-1195118.4186,68157.5777,0.0000,0.0000,263597.4432,-737198.0800,302.7383,-1000795.5232,-735832.5001,302.3264,70.7635,71.0604,4053263.7752,1.1892,1.2021
250000,12503.5711,68239.8808,45105.4691,627.2699,-1196870.5383,68607.7837,0.0000,0.0000,263353.7418,-738432.8219,302.4584,-1001786.5637,-737064.8034,302.3458,-41.0966,-40.7338,4053194.8815,0.9918,0.9733
255000,12527.1559,67782.0362,45200.4069,606.4014,-1194882.1181,68142.9880,0.0000,0.0000,263455.0191,-737168.1106,302.5747,-1000623.1298,-735780.9927,302.4369,-66.8047,-67.6729,4060292.8140,1.7857,1.7867
260000,12479.3486,68256.8691,45141.4535,618.8428,-1197585.6696,69744.0272,0.0000,0.0000,263441.2807,-737903.8476,302.5589,-1001345.1283,-736541.9502,302.6735,71.9953,71.2612,4052502.0302,0.7156,0.6973
265000,12556.2298,68034.9564,45154.7665,606.9418,-1197243.6683,68976.8635,0.0000,0.0000,262660.7456,-739253.1646,301.6625,-1001913.9102,-737873.8104,302.1196,-26.6134,-27.0322,4056938.9107,0.3613,0.3446
270000,12627.6544,67857.0656,45137.8274,604.5786,-1195452.3740,67620.2571,0.0000,0.0000,263434.7592,-738170.2317,302.5515,-1001604.9909,-736774.0963,302.1977,-179.0809,-178.7791,4058282.0898,1.8858,1.8839
275000,12531.3951,67853.5438,44965.0220,604.3301,-1196409.4660,68293.8031,0.0000,0.0000,263289.5174,-738871.8545,302.3847,-1002161.3719,-737496.1711,302.2081,-158.8558,-155.4491,4057044.6075,1.4421,1.4503
280000,12388.7701,67950.5982,45288.6812,605.4127,-1196167.8125,69109.2968,0.0000,0.0000,263284.7500,-737540.3036,302.3792,-1000825.0535,-736158.9505,302.2978,87.5901,87.1669,4054410.4644,0.2710,0.2560
285000,12456.4055,68162.6862,45110.6752,599.8872,-1196766.4368,68962.3417,0.0000,0.0000,264426.7445,-737047.6966,303.6907,-1001474.4411,-735688.1675,302.2629,-0.8948,-0.2209,4059962.4215,1.0020,1.0176
290000,12405.0796,68256.8861,45257.8925,595.4701,-1196836.4249,69464.2282,0.0000,0.0000,263339.5851,-737517.2834,302.4422,-1000856.8685,-736175.7429,302.5507,137.0406,138.4070,4057789.0874,1.4005,1.3897
295000,12473.8976,68051.1729,45162.5657,630.9067,-1195148.5972,68325.7700,0.0000,0.0000,262303.7325,-738200.5518,301.2525,-1000504.2842,-736829.4180,302.1869,-6.0697,-6.4976,4056482.1247,0.8648,0.8592
300000,12451.3039,68407.8418,45130.3774,546.6800,-1195561.7377,68339.8866,0.0000,0.0000,263324.1896,-737361.4584,302.4245,-1000685.6480,-735993.0847,302.2931,-87.3132,-83.8761,4057822.6402,1.2643,1.2597
305000,12388.2471,68531.7527,45298.8256,635.7213,-1197986.0708,69765.1823,0.0000,0.0000,262956.3833,-738409.9585,302.0021,-1001366.3418,-737043.7409,302.1507,33.6136,34.4030,4056474.3978,0.9318,0.9399
310000,12566.4250,68078.0707,45168.8784,616.0137,-1196083.1616,68758.8489,0.0000,0.0000,263215.8848,-737679.0401,302.3001,-1000894.9248,-736279.2227,302.3796,-114.3447,-113.9099,4066429.8895,0.5926,0.5948
315000,12411.3347,67977.3266,45241.6564,582.7494,-1197105.2240,69442.7829,0.0000,0.0000,262812.9129,-738636.4612,301.8373,-1001449.3741,-737291.5606,302.3132,65.7436,65.3117,4056462.7341,1.2939,1.2809
320000,12387.9348,68012.9161,45108.4217,576.9419,-1195977.8860,68570.4828,0.0000,0.0000,263212.8038,-738108.3849,302.2965,-1001321.1888,-736726.0620,302.3803,-1.9187,-2.3362,4057128.9429,1.0436,1.0530
325000,12532.0822,68379.7801,45324.1832,604.2572,-1196804.9638,69040.4821,0.0000,0.0000,263212.4042,-737711.7749,302.2961,-1000924.1791,-736354.8062,302.4078,12.5177,11.7118,4056073.3054,0.7914,0.7970
330000,12438.6830,68135.8260,45220.6866,600.9421,-1197534.5106,69386.1878,0.0000,0.0000,262330.4357,-739421.7494,301.2832,-1001752.1851,-738054.4201,301.9036,-4.0322,-2.3979,4054265.0963,0.9867,0.9980
335000,12409.6487,68159.0430,45099.9580,593.6695,-1196756.9759,69647.8593,0.0000,0.0000,262956.6051,-737890.1923,302.0023,-1000846.7974,-736534.4428,301.9843,102.3556,101.3623,4055828.7860,1.0569,1.0455
340000,12479.0843,68031.2807,44804.3079,630.7727,-1197316.7196,69401.4134,0.0000,0.0000,263370.8781,-738598.9825,302.4781,-1001969.8606,-737231.0438,302.2975,66.9001,68.1259,4050716.9658,2.4102,2.4270
345000,12496.1937,67943.2450,45001.8860,587.2766,-1195953.0069,68036.0459,0.0000,0.0000,262431.8331,-739456.5266,301.3996,-1001888.3597,-738080.4952,302.1973,23.0970,23.3985,4059734.3253,1.2660,1.2528
350000,12457.9946,68366.8887,44892.6343,595.0453,-1195805.1661,68043.5365,0.0000,0.0000,262872.4426,-738576.6240,301.9056,-1001449.0666,-737200.9915,301.7856,-176.8601,-175.7618,4059481.8496,0.7855,0.7888
355000,12494.8769,68183.3650,45162.7034,588.3438,-1196235.1280,69360.3734,0.0000,0.0000,263001.7748,-737443.6907,302.0542,-1000445.4656,-736091.5954,302.2318,66.8988,65.5513,4056921.6041,0.7647,0.7723
360000,12657.5102,67602.0466,45195.0653,601.7157,-1197440.5938,69191.7050,0.0000,0.0000,263260.0550,-738932.4961,302.3508,-1002192.5510,-737569.5828,302.3073,57.1821,60.0328,4053846.9967,2.0121,2.0120
365000,12615.4316,67947.3624,45090.2283,604.2233,-1196792.8117,68903.6607,0.0000,0.0000,262975.0630,-738656.8424,302.0235,-1001631.9054,-737272.5031,302.2608,-140.0914,-142.2664,4057527.8117,0.4978,0.4893
370000,12407.2012,68080.1903,45091.9167,615.0466,-1196423.5613,69077.4116,0.0000,0.0000,262302.1261,-738849.6688,301.2506,-1001151.7950,-737486.3034,302.3078,13.6949,12.4431,4059485.4242,0.9153,0.9149
375000,12383.8078,68142.5456,45252.4509,620.5247,-1196707.2214,69026.2633,0.0000,0.0000,262875.7622,-738405.8667,301.9095,-1001281.6290,-737061.1942,302.0433,106.0966,108.4002,4053576.1905,1.5556,1.5537
380000,12507.5938,68104.4977,45063.2973,604.9163,-1196690.0956,69391.0853,0.0000,0.0000,263164.3342,-737854.3711,302.2409,-1001018.7052,-736467.7795,302.2109,77.4937,77.8196,4058940.6923,1.1588,1.1685
385000,12550.8076,67987.5359,45017.3440,588.4540,-1197614.9271,69361.4698,0.0000,0.0000,262938.0695,-739171.2464,301.9810,-1002109.3159,-737810.2684,302.4562,78.3941,78.5330,4052905.6527,1.3461,1.3579
390000,12583.6608,68144.8877,45025.3803,625.7485,-1195904.2287,68760.4728,0.0000,0.0000,262895.6596,-737868.4191,301.9323,-1000764.0787,-736504.3405,302.2808,-42.3277,-42.3656,4054753.4774,0.7813,0.8001
395000,12292.8661,67939.5234,44938.3130,639.5493,-1195407.2024,68628.1774,0.0000,0.0000,263706.4193,-737262.3539,302.8635,-1000968.7732,-735886.4684,302.3688,36.5645,37.4811,4056294.3663,1.6531,1.6471
400000,12503.7344,67982.1888,45215.0343,603.8381,-1196592.0421,68906.5336,0.0000,0.0000,262583.7234,-738796.9893,301.5741,-1001380.7128,-737419.1579,302.4238,83.4642,83.3063,4057496.9036,0.3180,0.3245
405000,12524.6935,68017.2966,45016.4511,623.2078,-1195773.6271,68727.6444,0.0000,0.0000,262763.1987,-738101.1351,301.7802,-1000864.3338,-736736.2351,302.1359,21.8612,19.7187,4060435.5561,0.9352,0.9368
410000,12517.6369,68130.1935,45107.5103,627.8859,-1197156.0949,69151.0019,0.0000,0.0000,263374.9444,-738246.9220,302.4828,-1001621.8665,-736883.3981,302.1119,106.4855,107.5445,4054950.0101,0.9659,0.9577
415000,12330.5449,67815.9894,45235.3431,580.1915,-1196169.2478,68544.7230,0.0000,0.0000,263024.0082,-738638.4477,302.0797,-1001662.4559,-737285.2361,302.4127,38.4456,39.0088,4059476.7235,0.8895,0.8822
420000,12458.6374,68234.4842,45054.4281,622.2786,-1194884.0910,68113.1511,0.0000,0.0000,263952.6266,-736448.4850,303.1462,-1000401.1116,-735074.8912,302.3226,-9.5063,-10.1473,4061314.8451,1.2262,1.2203
425000,12475.1558,68192.5267,45005.4137,650.9994,-1196563.5518,69051.8103,0.0000,0.0000,262969.7554,-738217.8904,302.0174,-1001187.6458,-736848.8518,302.6387,107.6893,106.0636,4052602.0510,0.8596,0.8580
430000,12425.5306,68209.4614,45086.6033,628.7723,-1195963.8946,68769.7272,0.0000,0.0000,263313.0008,-737530.7990,302.4116,-1000843.7998,-736171.9719,302.1685,50.2052,47.8421,4056129.8257,0.6479,0.6442
435000,12470.9851,68220.0416,45281.8384,587.5934,-1196180.8169,69012.8138,0.0000,0.0000,262977.7027,-737629.8418,302.0265,-1000607.5445,-736265.7725,302.6357,-1.5611,-3.2328,4059901.2432,0.6623,0.6616
440000,12405.2466,68135.7815,45097.0997,618.4452,-1196756.6690,69167.8249,0.0000,0.0000,262651.5288,-738680.7424,301.6519,-1001332.2712,-737320.9569,302.0943,105.5092,104.6512,4057517.8029,0.7352,0.7353
445000,12540.6889,68048.2765,45139.8994,585.8987,-1195834.1687,68628.5238,0.0000,0.0000,263172.0029,-737718.8784,302.2497,-1000890.8813,-736347.6671,302.3413,-59.5316,-59.4146,4058925.8386,0.4259,0.4291
450000,12486.0185,68190.1052,45064.3678,609.5070,-1195649.7260,68759.5473,0.0000,0.0000,262861.7474,-737678.4328,301.8934,-1000540.1803,-736313.5828,302.3978,21.5145,20.1866,4062604.4447,0.5585,0.5702
455000,12371.9784,68220.2458,45108.8788,620.0087,-1196834.5351,69132.1573,0.0000,0.0000,263775.4922,-737605.7738,302.9428,-1001381.2660,-736229.5455,302.1865,55.7595,55.4731,4062648.8044,1.3237,1.3237
460000,12329.3447,68250.2088,45067.0001,631.5657,-1196983.1106,69206.8803,0.0000,0.0000,263512.9045,-737985.2066,302.6412,-1001498.1111,-736618.2574,302.2071,77.1109,77.5112,4053514.3606,1.0665,1.0631
465000,12535.1995,68284.2982,45062.5074,614.9181,-1196446.4145,68598.6509,0.0000,0.0000,263367.9673,-737982.8730,302.4747,-1001350.8403,-736613.1124,302.5271,-79.4408,-79.5861,4060435.3812,1.0694,1.0613
470000,12572.6645,68121.2170,45134.6337,594.3079,-1195678.9630,68570.4830,0.0000,0.0000,262665.4573,-738020.1996,301.6679,-1000685.6569,-736645.7815,302.3485,-47.6355,-47.8496,4057300.1401,1.1877,1.1888
475000,12353.5011,68198.1464,45128.9864,594.2455,-1197230.0044,69986.2214,0.0000,0.0000,262567.8185,-738401.0851,301.5558,-1000968.9036,-737044.1527,302.4172,141.1687,141.8192,4053939.8042,1.1582,1.1648
480000,12410.4744,67873.0250,44994.0959,600.6805,-1195232.5096,68423.8907,0.0000,0.0000,262627.3383,-738303.0047,301.6241,-1000930.3430,-736924.4537,302.2237,-6.1252,-6.4821,4064043.4026,1.3537,1.3642
485000,12474.0655,68202.9664,45079.1415,601.6346,-1195381.9063,67864.5754,0.0000,0.0000,263744.6542,-737414.8687,302.9074,-1001159.5229,-736051.5263,302.3313,-75.3959,-75.7366,4057792.7031,1.1305,1.1290
490000,12372.5171,68274.8956,45155.3254,594.1439,-1195423.5084,68082.7010,0.0000,0.0000,263659.1884,-737284.7370,302.8092,-1000943.9254,-735901.2610,302.6064,-61.8825,-60.9760,4059294.2030,1.2151,1.2266
495000,12310.0506,68167.6559,44958.5633,608.2468,-1196182.2645,68633.6160,0.0000,0.0000,262176.7698,-739327.3621,301.1067,-1001504.1319,-737956.9553,302.1386,-24.2495,-26.7314,4056401.3815,0.3287,0.3353
500000,12604.7484,68124.4456,45066.1682,625.8573,-1196570.7761,69014.1595,0.0000,0.0000,262823.8655,-738311.5314,301.8499,-1001135.3969,-736948.5531,301.9818,29.6220,27.9473,4056219.2708,1.0571,1.0560
0,12604.7484,68124.4456,45066.1682,625.8573,-1196570.7761,69014.1595,0.0000,0.0000,262815.4558,-738319.9411,301.8402,-1001135.3970,-736941.9749,301.8402,28.7511,28.0597,4056219.2708,28.7511,28.0597
5000,12599.6319,68091.7812,45191.6259,575.8923,-1196745.1754,69573.4319,0.0000,0.0000,262979.2849,-737733.5273,302.0284,-1000712.8122,-736383.9437,302.4037,63.1546,62.7807,4061365.4896,1.0043,0.9910
10000,12567.6446,68219.2641,45219.4026,650.9559,-1196231.6855,69124.2361,0.0000,0.0000,263544.6989,-736905.4834,302.6777,-1000450.1823,-735533.5925,302.3137,-5.3339,-7.1226,4055121.8241,1.2222,1.2188
15000,12561.4829,67889.5799,45175.1924,615.5718,-1195948.7438,69093.1525,0.0000,0.0000,263216.1268,-737397.6375,302.3004,-1000613.7644,-736035.9977,302.4546,8.1583,7.6157,4056603.3471,1.2572,1.2541
20000,12462.7525,68090.2297,45157.4109,607.8773,-1194740.1325,67495.1909,0.0000,0.0000,263434.4758,-737492.1953,302.5511,-1000926.6711,-736110.3707,302.3207,-203.0141,-201.3168,4060800.3688,2.0989,2.0841
25000,12432.7731,67920.9514,45211.3962,604.5863,-1195511.4268,68507.0517,0.0000,0.0000,263160.1030,-737674.5652,302.2360,-1000834.6682,-736318.0786,302.3927,-78.4348,-77.6315,4059382.2432,1.6356,1.6457
30000,12520.8480,68234.3071,45199.1919,601.0194,-1196617.7063,68466.7093,0.0000,0.0000,262998.4470,-738597.1837,302.0504,-1001595.6307,-737245.6180,302.1423,-50.7765,-50.7909,4058221.0345,1.4462,1.4616
35000,12382.3957,68141.0577,45116.7842,612.9179,-1197167.4168,69608.3290,0.0000,0.0000,262929.8244,-738376.1079,301.9715,-1001305.9323,-737009.2801,302.3347,32.4129,35.3081,4053722.1729,1.5339,1.5317
40000,12548.3606,67855.2500,45119.0486,645.1629,-1194928.5362,68341.1628,0.0000,0.0000,263059.3290,-737360.2223,302.1203,-1000419.5513,-735980.0695,302.2506,-115.5676,-117.6636,4062645.5950,1.9748,1.9606
45000,12538.3683,67891.0953,45108.9387,609.8265,-1196962.5283,68785.4028,0.0000,0.0000,263587.1825,-738441.7142,302.7265,-1002028.8967,-737053.3882,302.2110,2.6221,4.3013,4057020.3707,0.6337,0.6190
50000,12502.2146,68003.8710,45222.9909,612.7408,-1195917.9338,68545.6272,0.0000,0.0000,263135.9805,-737894.5088,302.2083,-1001030.4893,-736541.5174,302.3464,62.4346,65.8170,4056204.6398,1.2938,1.2890
55000,12616.4974,68277.5342,45036.6588,649.9674,-1197154.6807,69150.1968,0.0000,0.0000,262867.8043,-738556.0217,301.9003,-1001423.8260,-737175.3739,302.2433,95.7629,94.6068,4052355.3257,0.8597,0.8644
60000,12447.2911,67777.2670,45052.1248,584.2755,-1195234.7878,68088.1843,0.0000,0.0000,263007.1772,-738278.4679,302.0604,-1001285.6451,-736893.0384,302.6128,-115.1313,-113.8861,4055190.5868,0.7629,0.7523
65000,12509.0356,68102.2428,45255.3947,609.8048,-1196414.0629,68348.1480,0.0000,0.0000,262642.9480,-738946.4889,301.6421,-1001589.4369,-737576.4984,302.3186,-46.6748,-46.7197,4052978.4728,1.9319,1.9299
70000,12608.8688,68087.1585,45267.8787,587.5072,-1197550.1267,70113.4583,0.0000,0.0000,263553.2533,-737332.0019,302.6875,-1000885.2552,-735967.5241,302.5436,35.3269,34.8351,4057753.5175,1.2636,1.2534
75000,12441.8399,68104.8254,45312.2372,574.4991,-1196549.8328,68222.0416,0.0000,0.0000,263317.3882,-738577.0014,302.4167,-1001894.3896,-737211.1079,302.1577,-20.8457,-20.0958,4051438.1620,0.7351,0.7239
80000,12584.0950,68060.1930,45198.8372,608.7578,-1195718.5604,68565.9457,0.0000,0.0000,263150.4953,-737550.2365,302.2250,-1000700.7318,-736163.7478,302.3789,-128.4648,-130.7378,4064520.2116,0.3334,0.3370
85000,12361.9613,67970.1729,45248.1075,611.0171,-1196215.4724,68267.0735,0.0000,0.0000,262698.2361,-739058.9039,301.7056,-1001757.1400,-737683.0287,302.3430,-52.5999,-52.0400,4056482.7945,0.7062,0.7151
90000,12558.9912,68150.0619,45173.8728,621.2975,-1195034.4456,67974.9055,0.0000,0.0000,263130.8636,-737424.4531,302.2024,-1000555.3167,-736038.9774,302.3263,-153.0708,-153.7243,4060754.6458,1.4752,1.4982
95000,12479.2626,68243.6668,45155.4808,617.1668,-1198023.9857,69418.1563,0.0000,0.0000,262456.8811,-739653.3714,301.4284,-1002110.2524,-738279.3083,301.9180,58.5726,58.2313,4053641.5108,0.4010,0.4133
100000,12574.9820,67979.4205,45240.6645,610.0660,-1196880.2641,69083.4940,0.0000,0.0000,263290.6975,-738100.9396,302.3860,-1001391.6371,-736728.7634,302.1135,-32.4099,-31.3674,4053355.4677,1.2256,1.2244
105000,12356.9208,67997.2542,45202.4999,618.2112,-1197170.1020,69093.0162,0.0000,0.0000,263244.7349,-738657.4647,302.3332,-1001902.1997,-737292.1732,301.9681,31.4515,30.0962,4052283.5525,1.0318,1.0359
110000,12620.0641,67626.8801,45133.7921,626.7462,-1195693.4409,68380.5606,0.0000,0.0000,263004.6667,-738300.7312,302.0575,-1001305.3979,-736936.4374,302.1030,-48.7654,-50.6865,4056910.2073,0.9780,0.9702
115000,12436.0400,68608.0607,44992.7452,603.5275,-1197325.3617,69470.2608,0.0000,0.0000,263346.1636,-737868.5639,302.4497,-1001214.7275,-736498.3909,302.2713,61.3895,61.7874,4059475.6597,0.5325,0.5206
120000,12407.9798,68047.1829,45056.2808,593.9662,-1196539.2737,68411.0116,0.0000,0.0000,263048.5430,-738974.3096,302.1079,-1002022.8525,-737625.7127,302.1303,-63.3442,-61.9330,4055286.2237,1.5827,1.5767
125000,12507.1442,68203.2684,45208.8956,610.0767,-1197275.6408,68762.1731,0.0000,0.0000,263859.3040,-738124.7788,303.0390,-1001984.0829,-736732.9223,302.4825,-96.9319,-98.9293,4056297.1696,0.9658,0.9587
130000,12638.6517,68272.0377,45084.2226,584.5577,-1196412.7870,68377.6228,0.0000,0.0000,263058.8698,-738396.8248,302.1198,-1001455.6946,-737040.1739,302.4079,-96.4787,-97.3154,4058261.7471,0.9534,0.9518
135000,12472.4935,68164.4288,44935.8988,628.4649,-1195755.5348,68881.3573,0.0000,0.0000,262882.9751,-737789.9163,301.9177,-1000672.8914,-736439.9899,302.5214,6.3528,6.6234,4057384.5867,1.6812,1.6778
140000,12471.0971,68136.6135,45039.2899,636.9295,-1195870.4519,67887.8769,0.0000,0.0000,262712.3405,-738986.3045,301.7218,-1001698.6451,-737602.6547,302.4762,-137.6974,-139.2668,4060599.2013,1.1017,1.1176
145000,12457.4002,67820.6885,45130.9225,609.4689,-1196854.9731,69649.0541,0.0000,0.0000,263586.7304,-737600.7085,302.7260,-1001187.4389,-736251.0657,302.1445,13.8682,15.0128,4061511.1121,1.4573,1.4730
150000,12492.3894,67852.9890,45049.8709,629.9929,-1196416.2007,68733.9531,0.0000,0.0000,262548.0009,-739109.0046,301.5330,-1001657.0055,-737738.3603,302.1183,-143.6088,-143.0807,4057779.2082,1.6211,1.6034
155000,12384.4132,67889.5584,44948.2777,617.2639,-1197809.9012,70116.1929,0.0000,0.0000,263845.9027,-738008.2924,303.0237,-1001854.1951,-736626.2113,302.4115,149.6520,148.4653,4056308.5983,-0.2490,-0.2396
160000,12498.0393,68208.8392,45349.2479,595.9200,-1195734.7977,68103.0720,0.0000,0.0000,262984.2218,-737995.4575,302.0340,-1000979.6793,-736598.2744,302.4674,-16.5305,-15.7576,4052552.6502,1.5074,1.5247
165000,12497.2532,68390.3235,45236.0043,634.0423,-1194718.6954,67806.4429,0.0000,0.0000,262620.7417,-737533.8875,301.6166,-1000154.6292,-736175.2652,302.3440,22.5330,21.5753,4058537.9409,0.9623,0.9726
170000,12613.4203,68295.0890,45122.2014,629.0075,-1196654.3518,68464.8734,0.0000,0.0000,263107.7977,-738421.9625,302.1759,-1001529.7601,-737059.0590,302.2674,-14.9010,-12.2406,4050302.3576,0.9255,0.9292
175000,12276.5156,68202.8367,45209.3102,627.5446,-1196858.0506,68733.1371,0.0000,0.0000,263140.1430,-738668.5634,302.2131,-1001808.7064,-737286.5920,301.9520,43.7478,44.3113,4058251.8573,0.5762,0.5751
180000,12429.1556,67538.4191,45221.7473,615.7920,-1198075.0800,69765.1496,0.0000,0.0000,263863.6953,-738641.1211,303.0441,-1002504.8163,-737254.7653,302.2703,114.7983,115.6442,4051518.4993,0.3993,0.4013
185000,12467.4372,68225.3678,45125.2240,601.0343,-1196585.2413,69312.9162,0.0000,0.0000,262849.5589,-738003.7030,301.8794,-1000853.2619,-736635.5937,302.4001,68.8338,67.2443,4053281.1072,1.1509,1.1505
190000,12385.5028,68084.4075,45260.7736,617.2813,-1198547.7281,69936.5321,0.0000,0.0000,262590.4617,-739672.7691,301.5818,-1002263.2308,-738309.5023,301.9710,-55.5425,-56.1175,4058086.3303,1.1293,1.1278
195000,12591.7176,67906.3350,45218.3836,582.1974,-1195469.4821,68159.4531,0.0000,0.0000,263210.9852,-737800.4101,302.2945,-1001011.3953,-736396.9428,302.1374,-122.8894,-122.1489,4060048.8492,0.2465,0.2427
200000,12459.9117,67980.6991,45123.3607,599.8325,-1196217.2977,67932.9601,0.0000,0.0000,263779.4686,-738341.0651,302.9474,-1002120.5336,-736935.2562,302.3039,-152.9466,-152.9258,4057903.5226,0.9588,0.9493
205000,12363.4783,68212.0314,45202.8101,603.4951,-1198012.4694,69004.2477,0.0000,0.0000,263048.1603,-739578.2465,302.1075,-1002626.4068,-738203.2876,302.0722,71.4494,70.8149,4052249.9479,1.3520,1.3571
210000,12398.4780,68133.9694,45111.0377,581.3519,-1194916.6569,67679.0782,0.0000,0.0000,263071.3986,-737941.3430,302.1341,-1001012.7416,-736565.8375,302.3430,-111.9769,-109.9848,4058758.1434,0.1864,0.1936
