TS,BOND,ANGLE,DIHED,IMPRP,ELECT,VDW,BOUNDARY,MISC,KINETIC,TOTAL,TEMP,POTENTIAL,TOTAL3,TEMPAVG,PRESSURE,GPRESSURE,VOLUME,PRESSAVG,GPRESSAVG
0,160181.8736,312099.8372,51723.6648,7387.7653,-1093511.5060,30253088.4988,0.0116,0.0656,0.0000,29690970.2109,0.0000,29690970.2109,29690970.2109,0.0000,1917505.7712,6418069.9265,4415449.5856,1917505.7712,6418069.9265
1,160508.5384,312357.9849,51725.3510,7171.4730,-1093518.7316,1729476.4730,0.0116,0.0656,0.0000,1167721.1660,0.0000,1167721.1660,1167721.1660,0.0000,121504.0077,220857.6572,4415449.5856,121504.0077,220857.6572
2,160844.1992,312570.7469,51729.8557,6981.8040,-1093521.6360,763177.5748,0.0116,0.0656,0.0000,201782.6218,0.0000,201782.6218,201782.6218,0.0000,60632.6109,54883.6117,4415449.5856,60632.6109,54883.6117
3,160952.5840,312685.8886,51731.3707,6986.3683,-1093523.6316,633912.2737,0.0116,0.0656,0.0000,72744.9309,0.0000,72744.9309,72744.9309,0.0000,52481.3592,37206.0113,4415449.5856,52481.3592,37206.0113
4,161061.7398,312744.5499,51731.5200,6990.2280,-1093525.8257,608155.8711,0.0116,0.0656,0.0000,47158.1602,0.0000,47158.1602,47158.1602,0.0000,50854.1437,34314.6941,4415449.5856,50854.1437,34314.6941
5,161076.1741,312813.0833,51731.2790,6990.0598,-1093526.0774,601681.6487,0.0116,0.0656,0.0000,40766.2446,0.0000,40766.2446,40766.2446,0.0000,50444.3554,33609.7774,4415449.5856,50444.3554,33609.7774
6,161092.1657,312831.8514,51731.3604,6990.0598,-1093526.5761,600216.7906,0.0116,0.0656,0.0000,39335.7290,0.0000,39335.7290,39335.7290,0.0000,50351.1128,33487.3374,4415449.5856,50351.1128,33487.3374
7,161092.9796,312829.9585,51731.1510,6990.0598,-1093526.8400,599816.5775,0.0116,0.0656,0.0000,38933.9636,0.0000,38933.9636,38933.9636,0.0000,50325.7449,33467.2972,4415449.5856,50325.7449,33467.2972
8,161090.4277,312828.0583,51730.8552,6990.0598,-1093526.7604,599711.8734,0.0116,0.0656,0.0000,38824.5912,0.0000,38824.5912,38824.5912,0.0000,50319.1656,33454.1396,4415449.5856,50319.1656,33454.1396
9,161086.7699,312824.9877,51730.6938,6990.0598,-1093526.7128,599665.2286,0.0116,0.0656,0.0000,38771.1042,0.0000,38771.1042,38771.1042,0.0000,50316.2976,33449.5268,4415449.5856,50316.2976,33449.5268
10,160220.8822,314068.2049,51396.8326,5801.1298,-1093965.2491,563314.8550,0.0159,0.0654,0.0000,836.7367,0.0000,836.7367,836.7367,0.0000,48030.8999,41446.1427,4415449.5856,48030.8999,41446.1427
11,159565.2156,315513.0033,51434.1785,4803.0669,-1094400.5982,538538.9511,0.0337,0.0653,0.0000,-24546.0838,0.0000,-24546.0838,-24546.0838,0.0000,46473.5724,39173.2286,4415449.5856,46473.5724,39173.2286
12,159119.0329,317160.7057,51781.1059,4013.9413,-1094832.8720,520338.7457,0.0650,0.0651,0.0000,-42419.2103,0.0000,-42419.2103,-42419.2103,0.0000,45328.3738,37502.1177,4415449.5856,45328.3738,37502.1177
13,156880.6586,316809.4238,51391.1288,3772.0430,-1095094.2279,512310.4844,0.0870,0.0650,0.0000,-53930.3373,0.0000,-53930.3373,-53930.3373,0.0000,44857.6684,36850.0999,4415449.5856,44857.6684,36850.0999
14,154690.3160,316481.3499,51816.7262,3543.0033,-1095354.8031,505904.2173,0.1129,0.0650,0.0000,-62919.0125,0.0000,-62919.0125,-62919.0125,0.0000,44488.3985,36321.0129,4415449.5856,44488.3985,36321.0129
15,152520.9506,316104.5339,51468.8973,3360.7192,-1095617.5816,500332.7004,0.1420,0.0649,0.0000,-71829.5734,0.0000,-71829.5734,-71829.5734,0.0000,44169.4083,35903.5304,4415449.5856,44169.4083,35903.5304
16,150404.5705,315736.7410,52658.0467,3186.9361,-1095879.7668,494995.8474,0.1748,0.0648,0.0000,-78897.3855,0.0000,-78897.3855,-78897.3855,0.0000,43863.9241,35471.8873,4415449.5856,43863.9241,35471.8873
17,148854.7149,315440.8640,51471.6548,3082.0103,-1096073.9227,491287.9007,0.2009,0.0647,0.0000,-85936.5124,0.0000,-85936.5124,-85936.5124,0.0000,43652.9896,35176.1917,4415449.5856,43652.9896,35176.1917
18,147339.9394,315144.7290,51518.4081,2980.3459,-1096267.7906,487663.8290,0.2289,0.0646,0.0000,-91620.2456,0.0000,-91620.2456,-91620.2456,0.0000,43446.5006,34867.5455,4415449.5856,43446.5006,34867.5455
19,145678.6066,314803.8840,51242.3251,2882.3602,-1096485.7864,483855.5114,0.2621,0.0646,0.0000,-98022.7724,0.0000,-98022.7724,-98022.7724,0.0000,43229.3101,34583.6285,4415449.5856,43229.3101,34583.6285
20,144038.3625,314472.0043,51610.1182,2787.5418,-1096703.3889,480145.6343,0.2976,0.0645,0.0000,-103649.3657,0.0000,-103649.3657,-103649.3657,0.0000,43017.6883,34283.5542,4415449.5856,43017.6883,34283.5542
21,140729.2463,313761.3722,51417.6442,2623.0803,-1097151.5259,472859.2984,0.3771,0.0643,0.0000,-115760.4430,0.0000,-115760.4430,-115760.4430,0.0000,42603.3394,33697.1686,4415449.5856,42603.3394,33697.1686
22,137505.7135,313096.2475,52470.3219,2468.8634,-1097597.9568,465853.6518,0.4667,0.0642,0.0000,-126202.6280,0.0000,-126202.6280,-126202.6280,0.0000,42204.5185,33128.6046,4415449.5856,42204.5185,33128.6046
23,135255.7274,312538.8597,51342.4232,2386.5034,-1097928.8273,461064.1656,0.5363,0.0641,0.0000,-135340.5476,0.0000,-135340.5476,-135340.5476,0.0000,41930.2498,32786.3987,4415449.5856,41930.2498,32786.3987
24,133059.4623,311988.9026,52375.4518,2307.1909,-1098258.8641,456447.7437,0.6111,0.0639,0.0000,-142079.4377,0.0000,-142079.4377,-142079.4377,0.0000,41665.1577,32434.5768,4415449.5856,41665.1577,32434.5768
25,131392.8767,311533.6616,51263.1788,2257.5532,-1098509.7864,453107.0681,0.6702,0.0638,0.0000,-148954.7139,0.0000,-148954.7139,-148954.7139,0.0000,41475.0643,32175.8872,4415449.5856,41475.0643,32175.8872
26,129767.1628,311077.5918,51705.5880,2209.1262,-1098760.2398,449861.0334,0.7321,0.0638,0.0000,-154138.9417,0.0000,-154138.9417,-154138.9417,0.0000,41289.7995,31907.5520,4415449.5856,41289.7995,31907.5520
27,127550.3768,310441.4123,51239.6924,2150.3923,-1099111.6232,445434.6160,0.8218,0.0636,0.0000,-162294.2480,0.0000,-162294.2480,-162294.2480,0.0000,41035.6728,31586.6103,4415449.5856,41035.6728,31586.6103
28,125389.9246,309817.8905,52146.3441,2093.4761,-1099461.9893,441124.8434,0.9169,0.0635,0.0000,-168888.5301,0.0000,-168888.5301,-168888.5301,0.0000,40787.4879,31258.8972,4415449.5856,40787.4879,31258.8972
29,123605.4640,309248.5281,51225.1258,2053.3287,-1099755.8260,437691.0558,0.9993,0.0634,0.0000,-175931.2611,0.0000,-175931.2611,-175931.2611,0.0000,40591.0584,30995.3060,4415449.5856,40591.0584,30995.3060
30,121865.8368,308681.1756,51879.2869,2014.0854,-1100049.0546,434349.5635,1.0853,0.0633,0.0000,-181257.9577,0.0000,-181257.9577,-181257.9577,0.0000,40399.1515,30722.6945,4415449.5856,40399.1515,30722.6945
31,119830.4035,308007.8293,51218.3811,1972.7576,-1100403.1558,430431.3335,1.1917,0.0632,0.0000,-188941.1960,0.0000,-188941.1960,-188941.1960,0.0000,40172.5812,30445.0848,4415449.5856,40172.5812,30445.0848
32,117846.9129,307342.9137,52113.6209,1932.4357,-1100756.2611,426611.8854,1.3033,0.0630,0.0000,-194907.1262,0.0000,-194907.1262,-194907.1262,0.0000,39950.7642,30157.4104,4415449.5856,39950.7642,30157.4104
33,115961.3659,306652.0327,51203.3628,1898.4742,-1101097.1216,423056.6510,1.4141,0.0629,0.0000,-202323.7580,0.0000,-202323.7580,-202323.7580,0.0000,39745.7147,29886.4655,4415449.5856,39745.7147,29886.4655
34,114126.1450,305966.4551,52076.1671,1865.2230,-1101437.0956,419600.6993,1.5296,0.0628,0.0000,-207800.8136,0.0000,-207800.8136,-207800.8136,0.0000,39545.3584,29605.5709,4415449.5856,39545.3584,29605.5709
35,112302.6596,305255.3376,51202.8016,1834.9829,-1101786.6465,416203.1314,1.6504,0.0626,0.0000,-214986.0204,0.0000,-214986.0204,-214986.0204,0.0000,39347.4054,29369.5651,4415449.5856,39347.4054,29369.5651
36,110526.5135,304550.0264,51960.9686,1805.3288,-1102135.2711,412905.5801,1.7760,0.0625,0.0000,-220385.0152,0.0000,-220385.0152,-220385.0152,0.0000,39154.2712,29124.3535,4415449.5856,39154.2712,29124.3535
37,108540.4135,303720.6102,51221.7460,1774.8943,-1102531.5753,409234.6211,1.9224,0.0624,0.0000,-228037.3054,0.0000,-228037.3054,-228037.3054,0.0000,38940.5463,28846.6694,4415449.5856,38940.5463,28846.6694
38,106610.4564,302899.6284,52425.6473,1745.0798,-1102926.7143,405695.1010,2.0750,0.0622,0.0000,-233548.6641,0.0000,-233548.6641,-233548.6641,0.0000,38733.2787,28560.4043,4415449.5856,38733.2787,28560.4043
39,105014.1506,302185.2800,51221.0516,1721.9982,-1103267.5622,402683.7157,2.2081,0.0621,0.0000,-240439.0958,0.0000,-240439.0958,-240439.0958,0.0000,38555.6350,28351.6608,4415449.5856,38555.6350,28351.6608
40,103459.3778,301470.2339,52082.7468,1699.2898,-1103607.6124,399797.7579,2.3456,0.0620,0.0000,-245095.7985,0.0000,-245095.7985,-245095.7985,0.0000,38384.2474,28129.9216,4415449.5856,38384.2474,28129.9216
41,101948.5762,300763.7824,54275.5747,1676.9564,-1103946.8542,397038.5982,2.4875,0.0618,0.0000,-248240.8170,0.0000,-248240.8170,-248240.8170,0.0000,38219.1891,27907.2279,4415449.5856,38219.1891,27907.2279
42,100657.7805,300117.5459,51764.5146,1659.6595,-1104238.7362,394599.6338,2.6103,0.0617,0.0000,-255436.9299,0.0000,-255436.9299,-255436.9299,0.0000,38075.8310,27744.3833,4415449.5856,38075.8310,27744.3833
43,99405.6739,299468.8052,51364.2675,1642.5859,-1104530.1164,392312.3234,2.7363,0.0616,0.0000,-260333.6625,0.0000,-260333.6625,-260333.6625,0.0000,37940.1420,27570.4829,4415449.5856,37940.1420,27570.4829
44,98195.9768,298822.2157,52901.9816,1625.7365,-1104820.9932,390184.4631,2.8654,0.0615,0.0000,-263087.6927,0.0000,-263087.6927,-263087.6927,0.0000,37812.5969,27394.6354,4415449.5856,37812.5969,27394.6354
45,96710.2418,298038.3555,51334.5195,1606.4587,-1105182.8429,387278.5752,3.0262,0.0614,0.0000,-270211.6046,0.0000,-270211.6046,-270211.6046,0.0000,37638.7675,27188.7648,4415449.5856,37638.7675,27188.7648
46,95269.0821,297258.4058,51810.8911,1587.4768,-1105543.7810,384548.3785,3.1917,0.0612,0.0000,-275066.2937,0.0000,-275066.2937,-275066.2937,0.0000,37474.0360,26983.6707,4415449.5856,37474.0360,26983.6707
47,93874.9688,296489.1088,53860.5825,1568.7922,-1105903.8193,381986.6069,3.3619,0.0611,0.0000,-278120.3371,0.0000,-278120.3371,-278120.3371,0.0000,37317.9301,26776.7919,4415449.5856,37317.9301,26776.7919
48,92689.5596,295781.9452,51739.7049,1553.9643,-1106213.7327,379614.8476,3.5089,0.0610,0.0000,-284830.1413,0.0000,-284830.1413,-284830.1413,0.0000,37176.0751,26615.4852,4415449.5856,37176.0751,26615.4852
49,91541.0358,295079.1444,51313.3511,1539.3249,-1106523.0711,377398.4443,3.6592,0.0609,0.0000,-289648.0504,0.0000,-289648.0504,-289648.0504,0.0000,37042.1898,26449.4969,4415449.5856,37042.1898,26449.4969
50,90430.2265,294383.6008,52483.9577,1524.8748,-1106831.8190,375335.1131,3.8129,0.0608,0.0000,-292670.1724,0.0000,-292670.1724,-292670.1724,0.0000,36916.1253,26283.7923,4415449.5856,36916.1253,26283.7923
51,88919.5475,293459.3026,51254.0929,1506.6719,-1107248.3249,372399.5017,4.0206,0.0606,0.0000,-299705.1270,0.0000,-299705.1270,-299705.1270,0.0000,36738.2317,26080.2532,4415449.5856,36738.2317,26080.2532
52,87456.8461,292547.2046,51644.0804,1488.7738,-1107663.6563,369603.2533,4.2342,0.0605,0.0000,-304919.2035,0.0000,-304919.2035,-304919.2035,0.0000,36567.1846,25872.6525,4415449.5856,36567.1846,25872.6525
53,85514.3362,291254.9172,51185.4091,1465.8313,-1108226.9464,365867.8575,4.5293,0.0602,0.0000,-312934.0056,0.0000,-312934.0056,-312934.0056,0.0000,36340.3399,25586.8031,4415449.5856,36340.3399,25586.8031
54,83635.1972,289987.6938,52530.3009,1443.4060,-1108787.8530,362266.3099,4.8351,0.0600,0.0000,-318920.0500,0.0000,-318920.0500,-318920.0500,0.0000,36119.5924,25294.8721,4415449.5856,36119.5924,25294.8721
55,82655.1902,289257.6808,51247.4483,1431.9085,-1109097.5610,360369.0799,5.0039,0.0599,0.0000,-324131.1895,0.0000,-324131.1895,-324131.1895,0.0000,36002.8293,25173.2877,4415449.5856,36002.8293,25173.2877
56,81697.9267,288529.8956,51332.6641,1420.5498,-1109406.6427,358555.3061,5.1757,0.0598,0.0000,-327865.0648,0.0000,-327865.0648,-327865.0648,0.0000,35890.0584,25044.4384,4415449.5856,35890.0584,25044.4384
57,80765.7013,287809.4241,52507.7009,1409.3305,-1109715.0862,356838.6647,5.3507,0.0597,0.0000,-330378.8542,0.0000,-330378.8542,-330378.8542,0.0000,35782.1361,24910.2108,4415449.5856,35782.1361,24910.2108
58,79543.2552,286845.1163,51166.4258,1395.2635,-1110120.6100,354390.2727,5.5824,0.0595,0.0000,-336774.6345,0.0000,-336774.6345,-336774.6345,0.0000,35631.8888,24731.9092,4415449.5856,35631.8888,24731.9092
59,78359.8968,285887.5370,51850.4475,1381.4179,-1110525.0344,352081.6882,5.8194,0.0594,0.0000,-340958.1683,0.0000,-340958.1683,-340958.1683,0.0000,35488.3786,24545.1805,4415449.5856,35488.3786,24545.1805
60,77218.7255,284941.9113,54136.5889,1367.7944,-1110928.3611,349911.0542,6.0617,0.0592,0.0000,-343346.1659,0.0000,-343346.1659,-343346.1659,0.0000,35351.4720,24361.3624,4415449.5856,35351.4720,24361.3624
61,76362.1590,284183.8612,51698.6968,1357.8565,-1111242.1597,348074.9974,6.2488,0.0591,0.0000,-349558.2810,0.0000,-349558.2810,-349558.2810,0.0000,35237.1801,24238.9761,4415449.5856,35237.1801,24238.9761
62,75540.9871,283424.6043,51441.9649,1348.0369,-1111555.4339,346408.6325,6.4391,0.0590,0.0000,-353384.7101,0.0000,-353384.7101,-353384.7101,0.0000,35131.4956,24116.5507,4415449.5856,35131.4956,24116.5507
63,74757.8616,282669.6080,53063.9941,1338.3360,-1111868.1623,344909.6995,6.6324,0.0589,0.0000,-355121.9719,0.0000,-355121.9719,-355121.9719,0.0000,35034.2619,23994.7276,4415449.5856,35034.2619,23994.7276
64,74020.7107,281929.7457,55799.7095,1328.7541,-1112180.3050,343596.2924,6.8287,0.0588,0.0000,-355498.2052,0.0000,-355498.2052,-355498.2052,0.0000,34946.5823,23878.8213,4415449.5856,34946.5823,23878.8213
65,73341.8674,281215.4264,58941.3789,1319.2915,-1112491.8661,342510.6182,7.0282,0.0586,0.0000,-355156.1969,0.0000,-355156.1969,-355156.1969,0.0000,34871.0582,23777.8345,4415449.5856,34871.0582,23777.8345
66,74092.0512,282002.7611,55498.1157,1329.7069,-1112149.1225,343718.3737,6.8090,0.0588,0.0000,-355501.2462,0.0000,-355501.2462,-355501.2462,0.0000,34954.8648,23889.9004,4415449.5856,34954.8648,23889.9004
67,73492.2186,281435.4707,52957.7323,1322.9181,-1112382.1361,342228.6311,6.9545,0.0587,0.0000,-360938.1520,0.0000,-360938.1520,-360938.1520,0.0000,34862.6900,23793.4369,4415449.5856,34862.6900,23793.4369
68,72916.9106,280871.4091,51494.5135,1316.1885,-1112614.8934,340883.2880,7.1018,0.0586,0.0000,-365125.4232,0.0000,-365125.4232,-365125.4232,0.0000,34778.2040,23699.8416,4415449.5856,34778.2040,23699.8416
69,71274.2108,279320.1471,51025.8389,1297.9181,-1113265.0100,337432.5099,7.5190,0.0584,0.0000,-372906.8078,0.0000,-372906.8078,-372906.8078,0.0000,34561.5861,23447.2674,4415449.5856,34561.5861,23447.2674
70,69694.7063,277803.8628,52066.3171,1280.0939,-1113911.9894,334157.1596,7.9491,0.0581,0.0000,-378901.8426,0.0000,-378901.8426,-378901.8426,0.0000,34353.6895,23193.1412,4415449.5856,34353.6895,23193.1412
71,68813.4207,276875.1823,50983.4821,1270.3399,-1114289.6236,332277.7266,8.2007,0.0580,0.0000,-384061.2134,0.0000,-384061.2134,-384061.2134,0.0000,34235.0495,23058.3874,4415449.5856,34235.0495,23058.3874
72,67958.2464,275951.5327,51362.5409,1260.7210,-1114666.3514,330507.6561,8.4567,0.0578,0.0000,-387617.1397,0.0000,-387617.1397,-387617.1397,0.0000,34121.8046,22916.7154,4415449.5856,34121.8046,22916.7154
73,67131.3253,275037.6461,52927.5856,1251.2376,-1115042.1605,328845.4269,8.7168,0.0577,0.0000,-389840.1644,0.0000,-389840.1644,-389840.1644,0.0000,34013.8456,22773.4730,4415449.5856,34013.8456,22773.4730
74,66390.8884,274187.0774,51201.0433,1243.0174,-1115384.4116,327209.2377,8.9530,0.0576,0.0000,-395144.1368,0.0000,-395144.1368,-395144.1368,0.0000,33910.1061,22671.4750,4415449.5856,33910.1061,22671.4750
75,65678.3209,273337.4799,51408.1121,1234.8985,-1115725.9822,325682.2202,9.1927,0.0574,0.0000,-398375.7005,0.0000,-398375.7005,-398375.7005,0.0000,33811.3646,22559.5700,4415449.5856,33811.3646,22559.5700
76,64995.5291,272492.0995,53307.2750,1226.8813,-1116066.8562,324265.3471,9.4358,0.0573,0.0000,-399770.2312,0.0000,-399770.2312,-399770.2312,0.0000,33717.6757,22439.1457,4415449.5856,33717.6757,22439.1457
77,64349.1113,271659.8052,56198.9996,1218.9659,-1116407.0419,322972.7955,9.6823,0.0572,0.0000,-399997.6249,0.0000,-399997.6249,-399997.6249,0.0000,33629.8983,22319.5868,4415449.5856,33629.8983,22319.5868
78,63749.6843,270849.9151,59440.1216,1211.1525,-1116746.5350,321836.3840,9.9322,0.0570,0.0000,-399649.2883,0.0000,-399649.2883,-399649.2883,0.0000,33549.9880,22208.3264,4415449.5856,33549.9880,22208.3264
79,64467.9664,271815.5570,55609.8918,1220.4527,-1116342.8470,323206.2379,9.6355,0.0572,0.0000,-400013.0485,0.0000,-400013.0485,-400013.0485,0.0000,33645.9539,22341.6984,4415449.5856,33645.9539,22341.6984
80,64519.5063,271882.6773,55361.3278,1221.0926,-1116315.2648,323308.1114,9.6154,0.0572,0.0000,-400012.8769,0.0000,-400012.8769,-400012.8769,0.0000,33652.9296,22350.0381,4415449.5856,33652.9296,22350.0381
81,63993.6641,271247.7831,52401.9764,1215.4350,-1116569.8815,322052.1596,9.7982,0.0571,0.0000,-405649.0080,0.0000,-405649.0080,-405649.0080,0.0000,33574.3174,22273.1462,4415449.5856,33574.3174,22273.1462
82,63491.6031,270614.4421,51013.2895,1209.8281,-1116824.1846,320908.4978,9.9829,0.0570,0.0000,-409576.4841,0.0000,-409576.4841,-409576.4841,0.0000,33500.9481,22190.2080,4415449.5856,33500.9481,22190.2080
83,63014.1866,269980.5661,51480.1689,1204.2720,-1117078.1874,319866.4815,10.1695,0.0569,0.0000,-411522.2859,0.0000,-411522.2859,-411522.2859,0.0000,33432.1411,22098.9074,4415449.5856,33432.1411,22098.9074
84,62567.6020,269351.0123,53441.3870,1198.7667,-1117331.8548,318927.2763,10.3579,0.0568,0.0000,-411835.3958,0.0000,-411835.3958,-411835.3958,0.0000,33367.9393,22005.4627,4415449.5856,33367.9393,22005.4627
85,62162.4918,268733.8865,56255.2709,1193.3123,-1117585.2118,318104.6840,10.5482,0.0567,0.0000,-411124.9614,0.0000,-411124.9614,-411124.9614,0.0000,33309.1575,21918.1660,4415449.5856,33309.1575,21918.1660
86,62673.3716,269504.0345,52858.5440,1200.1071,-1117269.9027,319146.7914,10.3117,0.0568,0.0000,-411876.6855,0.0000,-411876.6855,-411876.6855,0.0000,33383.1748,22028.0278,4415449.5856,33383.1748,22028.0278
87,62706.5502,269551.4844,52689.9806,1200.5223,-1117250.7376,319216.0215,10.2974,0.0569,0.0000,-411875.8244,0.0000,-411875.8244,-411875.8244,0.0000,33387.9476,22035.0641,4415449.5856,33387.9476,22035.0641
88,62685.7414,269521.7542,52794.8836,1200.2622,-1117262.7463,319172.5820,10.3064,0.0568,0.0000,-411877.1596,0.0000,-411877.1596,-411877.1596,0.0000,33384.9538,22030.6531,4415449.5856,33384.9538,22030.6531
89,61490.0739,267937.7803,52527.4537,1186.6444,-1117906.2600,316568.0992,10.7884,0.0566,0.0000,-418185.3634,0.0000,-418185.3634,-418185.3634,0.0000,33214.5844,21844.4812,4415449.5856,33214.5844,21844.4812
90,60724.7027,266926.2581,50954.6751,1178.4698,-1118311.2967,314774.3815,11.0937,0.0564,0.0000,-423741.6594,0.0000,-423741.6594,-423741.6594,0.0000,33099.6829,21723.0500,4415449.5856,33099.6829,21723.0500
91,59995.1177,265924.8835,51195.7036,1170.4091,-1118715.2321,313110.0404,11.4036,0.0563,0.0000,-427307.6180,0.0000,-427307.6180,-427307.6180,0.0000,32990.7238,21595.6930,4415449.5856,32990.7238,21595.6930
92,59302.8408,264935.4978,53141.8050,1162.4625,-1119118.0763,311570.0771,11.7181,0.0561,0.0000,-428993.6188,0.0000,-428993.6188,-428993.6188,0.0000,32887.3829,21462.9605,4415449.5856,32887.3829,21462.9605
93,58655.0726,263964.7317,56255.3172,1154.6304,-1119519.8297,310165.2855,12.0373,0.0560,0.0000,-429312.6990,0.0000,-429312.6990,-429312.6990,0.0000,32790.3050,21331.7606,4415449.5856,32790.3050,21331.7606
94,58063.8087,263020.5316,59920.2747,1146.9132,-1119920.4890,308925.1054,12.3612,0.0558,0.0000,-428831.4383,0.0000,-428831.4383,-428831.4383,0.0000,32701.2907,21209.9187,4415449.5856,32701.2907,21209.9187
95,58762.2592,264129.1534,55667.8794,1155.9617,-1119451.1987,310395.0452,11.9824,0.0560,0.0000,-429328.8614,0.0000,-429328.8614,-429328.8614,0.0000,32806.4089,21353.7477,4415449.5856,32806.4089,21353.7477
96,58814.7737,264209.0886,55389.6719,1156.6082,-1119417.9148,310508.0282,11.9558,0.0560,0.0000,-429327.7324,0.0000,-429327.7324,-429327.7324,0.0000,32814.2922,21364.4903,4415449.5856,32814.2922,21364.4903
97,58779.0574,264154.7646,55578.1830,1156.1689,-1119440.5247,310431.1567,11.9739,0.0560,0.0000,-429329.1641,0.0000,-429329.1641,-429329.1641,0.0000,32808.9305,21357.1858,4415449.5856,32808.9305,21357.1858
98,57635.9936,262507.4206,55196.2369,1143.0814,-1120129.9374,307832.9234,12.5289,0.0558,0.0000,-435801.6970,0.0000,-435801.6970,-435801.6970,0.0000,32636.7600,21167.8893,4415449.5856,32636.7600,21167.8893
99,57094.8896,261709.2020,52152.0266,1137.5166,-1120443.6864,306431.5501,12.7802,0.0556,0.0000,-441905.6657,0.0000,-441905.6657,-441905.6657,0.0000,32548.2926,21079.0017,4415449.5856,32548.2926,21079.0017
100,56596.2368,260919.7790,51000.1422,1132.0095,-1120756.9313,305201.1078,13.0342,0.0555,0.0000,-445894.5664,0.0000,-445894.5664,-445894.5664,0.0000,32467.9361,20985.4589,4415449.5856,32467.9361,20985.4589
101,56139.1783,260138.4818,51914.6920,1126.5602,-1121069.6486,304123.7378,13.2910,0.0554,0.0000,-447613.6520,0.0000,-447613.6520,-447613.6520,0.0000,32394.5664,20888.5875,4415449.5856,32394.5664,20888.5875
102,55730.1672,259371.1217,54497.4090,1121.1688,-1121381.8455,303202.5224,13.5505,0.0553,0.0000,-447445.8506,0.0000,-447445.8506,-447445.8506,0.0000,32328.3403,20791.0350,4415449.5856,32328.3403,20791.0350
103,55968.9221,259828.8542,52785.5187,1124.3929,-1121194.8081,303735.0070,13.3947,0.0554,0.0000,-447738.6631,0.0000,-447738.6631,-447738.6631,0.0000,32367.1220,20849.0888,4415449.5856,32367.1220,20849.0888
104,55985.5849,259859.7033,52687.4473,1124.6092,-1121182.2993,303772.7366,13.3843,0.0554,0.0000,-447738.7784,0.0000,-447738.7784,-447738.7784,0.0000,32369.8142,20853.0298,4415449.5856,32369.8142,20853.0298
105,54890.3267,258055.7726,52422.9443,1112.2817,-1121907.0318,301215.2174,13.9896,0.0551,0.0000,-454196.4445,0.0000,-454196.4445,-454196.4445,0.0000,32199.8307,20665.0260,4415449.5856,32199.8307,20665.0260
106,53830.1615,256288.9602,52752.5566,1100.2559,-1122627.6267,298749.8654,14.6097,0.0548,0.0000,-459891.1625,0.0000,-459891.1625,-459891.1625,0.0000,32034.2557,20478.3445,4415449.5856,32034.2557,20478.3445
107,53150.2969,255180.4532,50906.2897,1093.2225,-1123073.0832,296947.2547,14.9907,0.0546,0.0000,-465780.5210,0.0000,-465780.5210,-465780.5210,0.0000,31918.1088,20349.8514,4415449.5856,31918.1088,20349.8514
108,52523.4372,254090.1272,51015.9412,1086.2860,-1123517.2644,295329.8141,15.3771,0.0545,0.0000,-469456.2272,0.0000,-469456.2272,-469456.2272,0.0000,31810.6757,20219.6448,4415449.5856,31810.6757,20219.6448
109,51949.7546,253018.9992,53033.2686,1079.4465,-1123960.1485,293874.0568,15.7689,0.0543,0.0000,-470988.7996,0.0000,-470988.7996,-470988.7996,0.0000,31710.4710,20087.6114,4415449.5856,31710.4710,20087.6114
110,51438.7048,251974.5757,56354.2347,1072.7047,-1124401.7637,292585.9722,16.1662,0.0541,0.0000,-470959.3513,0.0000,-470959.3513,-470959.3513,0.0000,31617.8192,19960.6273,4415449.5856,31617.8192,19960.6273
111,51696.9158,252516.1770,54504.7985,1076.2138,-1124171.2679,293236.4929,15.9580,0.0542,0.0000,-471124.6576,0.0000,-471124.6576,-471124.6576,0.0000,31665.1896,20025.8259,4415449.5856,31665.1896,20025.8259
112,51721.5170,252566.1583,54346.6451,1076.5361,-1124150.1692,293298.4797,15.9390,0.0542,0.0000,-471124.8398,0.0000,-471124.8398,-471124.8398,0.0000,31669.6371,20031.9266,4415449.5856,31669.6371,20031.9266
113,50676.1659,250628.6759,54058.9295,1064.6426,-1124944.9653,290714.6387,16.6580,0.0539,0.0000,-477785.2007,0.0000,-477785.2007,-477785.2007,0.0000,31495.4450,19844.8552,4415449.5856,31495.4450,19844.8552
114,50182.3278,249746.8132,51569.4379,1059.8156,-1125285.8617,289450.1513,16.9660,0.0538,0.0000,-483260.2962,0.0000,-483260.2962,-483260.2962,0.0000,31415.0323,19765.9624,4415449.5856,31415.0323,19765.9624
115,49734.4661,248878.1068,50731.5887,1055.0373,-1125626.1101,288323.6794,17.2772,0.0537,0.0000,-486885.9009,0.0000,-486885.9009,-486885.9009,0.0000,31340.6451,19684.6711,4415449.5856,31340.6451,19684.6711
116,49331.1706,248022.9757,51630.8224,1050.3078,-1125965.6960,287322.6731,17.5915,0.0535,0.0000,-488590.1014,0.0000,-488590.1014,-488590.1014,0.0000,31271.4952,19598.6236,4415449.5856,31271.4952,19598.6236
117,48978.8168,247187.3505,53881.1977,1045.6273,-1126304.6056,286450.4025,17.9090,0.0534,0.0000,-488743.2484,0.0000,-488743.2484,-488743.2484,0.0000,31207.7565,19512.1204,4415449.5856,31207.7565,19512.1204
